star_name,star_name,Right ascension,Declination,star_distance,star_distance_error_min,star_distance_error_max,source (xml)
Kepler-367,Kepler-367,,,,,,
Kepler-368,Kepler-368,,,,,,
Kepler-369,Kepler-369,,,,,,
Kepler-37,Kepler-37,,,66.0,,,
Kepler-370,Kepler-370,,,,,,
Kepler-371,Kepler-371,,,,,,
Kepler-372,Kepler-372,,,,,,
Kepler-373,Kepler-373,,,,,,
Kepler-374,Kepler-374,,,,,,
Kepler-375,Kepler-375,,,,,,
Kepler-376,Kepler-376,,,,,,
Kepler-377,Kepler-377,,,,,,
Kepler-378,Kepler-378,,,,,,
Kepler-379,Kepler-379,,,,,,
Kepler-38 (AB),Kepler-38 (AB),,,,,,
Kepler-380,Kepler-380,,,,,,
Kepler-381,Kepler-381,,,,,,
Kepler-382,Kepler-382,,,,,,
Kepler-383,Kepler-383,,,,,,
Kepler-384,Kepler-384,,,,,,
Kepler-385,Kepler-385,,,,,,
Kepler-386,Kepler-386,,,,,,
Kepler-387,Kepler-387,,,,,,
Kepler-388,Kepler-388,,,,,,
Kepler-389,Kepler-389,,,,,,
Kepler-39,Kepler-39,,,1200.0,250.0,250.0,
Kepler-390,Kepler-390,,,,,,
Kepler-391,Kepler-391,,,,,,
Kepler-392,Kepler-392,,,,,,
Kepler-393,Kepler-393,,,,,,
Kepler-394,Kepler-394,,,,,,
Kepler-395,Kepler-395,,,,,,
Kepler-396,Kepler-396,,,,,,
Kepler-397,Kepler-397,,,,,,
Kepler-398,Kepler-398,,,,,,
Kepler-399,Kepler-399,,,,,,
Kepler-4,Kepler-4,,,550.0,80.0,80.0,
Kepler-40,Kepler-40,,,2700.0,200.0,200.0,
Kepler-400,Kepler-400,,,,,,
Kepler-401,Kepler-401,,,,,,
Kepler-402,Kepler-402,,,,,,
Kepler-403,Kepler-403,,,,,,
Kepler-404,Kepler-404,,,,,,
Kepler-405,Kepler-405,,,,,,
Kepler-406,Kepler-406,,,,,,
Kepler-408,Kepler-408,,,,,,
Kepler-409,Kepler-409,,,66.8,2.05,2.02,
Kepler-41,Kepler-41,,,730.0,70.0,70.0,
Kepler-410 A,Kepler-410 A,,,132.0,6.9,6.9,
KOI-1781,KOI-1781,,,,,,
Kepler-412,Kepler-412,,,1056.0,0.036,0.036,
Kepler-413 (AB),Kepler-413 (AB),,,,,,
KOI-1474,KOI-1474,,,,,,
Kepler-42,Kepler-42,,,38.7,6.3,6.3,
Kepler-421,Kepler-421,,,320.0,20.0,20.0,
Kepler-422,Kepler-422,,,,,,
Kepler-423,Kepler-423,,,,,,
Kepler-424,Kepler-424,,,,,,
Kepler-43,Kepler-43,,,1950.0,250.0,250.0,
Kepler-430,Kepler-430,,,,,,
Kepler-431,Kepler-431,,,,,,
Kepler-436,Kepler-436,,,618.0,30.0,30.0,
Kepler-437,Kepler-437,,,417.0,24.0,24.0,
Kepler-438,Kepler-438,,,145.0,23.0,23.0,
Kepler-439,Kepler-439,,,693.0,66.0,38.0,
Kepler-44,Kepler-44,,,2250.0,300.0,300.0,
Kepler-440,Kepler-440,,,261.0,16.0,46.0,
Kepler-441,Kepler-441,,,284.0,28.0,48.0,
Kepler-442,Kepler-442,,,342.0,22.0,22.0,
Kepler-443,Kepler-443,,,779.0,45.0,38.0,
Kepler-444,Kepler-444,,,,,,
Kepler-445,Kepler-445,,,90.0,,,
Kepler-446,Kepler-446,,,120.0,,,
Kepler-447,Kepler-447,,,,,,
KOI-12,KOI-12,,,426.0,40.0,40.0,
Kepler-449,Kepler-449,,,,,,
Kepler-45,Kepler-45,,,333.0,33.0,33.0,
Kepler-450,Kepler-450,,,,,,
Kepler-452,Kepler-452,,,,,,
Kepler-453 A,Kepler-453 A,,,,,,
Kepler-454,Kepler-454,,,,,,
 KIC 3558849 b, KIC 3558849 b,,,,,,
" KIC 5951458 b"""," KIC 5951458 b""",,,,,,
" KIC 8540376 b"""," KIC 8540376 b""",,,,12.966,,
Kepler-457,Kepler-457,,,,,,
KIC 9663113,KIC 9663113,,,,,,
Kepler-46,Kepler-46,,,857.0,69.0,69.0,
Kepler-461,Kepler-461,,,468.0,,,
KOI-89,KOI-89,,,,,,
Kepler-463,Kepler-463,,,336.0,,,
Kepler-464,Kepler-464,,,653.0,,,
Kepler-465,Kepler-465,,,587.0,,,
Kepler-466,Kepler-466,,,436.0,,,
Kepler-467,Kepler-467,,,458.0,,,
Kepler-468,Kepler-468,,,474.0,,,
Kepler-469,Kepler-469,,,714.0,,,
Kepler-47 (AB),Kepler-47 (AB),,,,,,
Kepler-470,Kepler-470,,,989.0,,,
Kepler-471,Kepler-471,,,1373.0,,,
Kepler-472,Kepler-472,,,302.0,,,
Kepler-473,Kepler-473,,,641.0,,,
Kepler-474,Kepler-474,,,568.0,,,
Kepler-475,Kepler-475,,,280.0,,,
Kepler-476,Kepler-476,,,687.0,,,
Kepler-477,Kepler-477,,,367.0,,,
Kepler-478,Kepler-478,,,420.0,,,
Kepler-479,Kepler-479,,,371.0,,,
Kepler-48,Kepler-48,,,,,,
Kepler-480,Kepler-480,,,806.0,,,
Kepler-481,Kepler-481,,,713.0,,,
Kepler-482,Kepler-482,,,290.0,,,
Kepler-483,Kepler-483,,,953.0,,,
Kepler-484,Kepler-484,,,377.0,,,
Kepler-485,Kepler-485,,,1173.0,,,
Kepler-486,Kepler-486,,,428.0,,,
Kepler-487,Kepler-487,,,835.0,,,
Kepler-488,Kepler-488,,,1157.0,,,
Kepler-489,Kepler-489,,,379.0,,,
Kepler-49,Kepler-49,,,,,,
Kepler-490,Kepler-490,,,1249.0,,,
Kepler-491,Kepler-491,,,657.0,,,
Kepler-492,Kepler-492,,,642.0,,,
Kepler-493,Kepler-493,,,1942.0,,,
Kepler-494,Kepler-494,,,862.0,,,
Kepler-495,Kepler-495,,,630.0,,,
Kepler-496,Kepler-496,,,655.0,,,
Kepler-497,Kepler-497,,,1070.0,,,
Kepler-498,Kepler-498,,,746.0,,,
Kepler-499,Kepler-499,,,523.0,,,
Kepler-5,Kepler-5,,,,,,
Kepler-50,Kepler-50,,,,,,
Kepler-500,Kepler-500,,,747.0,,,
Kepler-501,Kepler-501,,,1044.0,,,
Kepler-502,Kepler-502,,,1433.0,,,
Kepler-503,Kepler-503,,,888.0,,,
Kepler-504,Kepler-504,,,75.0,,,
Kepler-505,Kepler-505,,,222.0,,,
Kepler-506,Kepler-506,,,231.0,,,
Kepler-507,Kepler-507,,,410.0,,,
Kepler-508,Kepler-508,,,325.0,,,
Kepler-509,Kepler-509,,,339.0,,,
Kepler-510,Kepler-510,,,378.0,,,
Kepler-511,Kepler-511,,,448.0,,,
Kepler-512,Kepler-512,,,531.0,,,
Kepler-513,Kepler-513,,,467.0,,,
Kepler-514,Kepler-514,,,489.0,,,
Kepler-515,Kepler-515,,,255.0,,,
Kepler-516,Kepler-516,,,777.0,,,
Kepler-517,Kepler-517,,,284.0,,,
Kepler-518,Kepler-518,,,324.0,,,
Kepler-519,Kepler-519,,,234.0,,,
Kepler-52,Kepler-52,,,,,,
Kepler-520,Kepler-520,,,492.0,,,
Kepler-521,Kepler-521,,,737.0,,,
Kepler-522,Kepler-522,,,749.0,,,
Kepler-523,Kepler-523,,,270.0,,,
Kepler-524,Kepler-524,,,730.0,,,
Kepler-525,Kepler-525,,,566.0,,,
Kepler-526,Kepler-526,,,504.0,,,
Kepler-527,Kepler-527,,,901.0,,,
Kepler-528,Kepler-528,,,711.0,,,
Kepler-529,Kepler-529,,,787.0,,,
Kepler-53,Kepler-53,,,,,,
Kepler-530,Kepler-530,,,464.0,,,
Kepler-531,Kepler-531,,,254.0,,,
Kepler-532,Kepler-532,,,325.0,,,
Kepler-533,Kepler-533,,,305.0,,,
Kepler-534,Kepler-534,,,473.0,,,
Kepler-535,Kepler-535,,,678.0,,,
Kepler-536,Kepler-536,,,446.0,,,
Kepler-537,Kepler-537,,,465.0,,,
Kepler-538,Kepler-538,,,165.0,,,
Kepler-539,Kepler-539,,,,,,
Kepler-54,Kepler-54,,,,,,
Kepler-540,Kepler-540,,,350.0,,,
Kepler-541,Kepler-541,,,1020.0,,,
Kepler-542,Kepler-542,,,439.0,,,
Kepler-543,Kepler-543,,,212.0,,,
Kepler-544,Kepler-544,,,797.0,,,
Kepler-545,Kepler-545,,,831.0,,,
Kepler-546,Kepler-546,,,896.0,,,
Kepler-547,Kepler-547,,,361.0,,,
Kepler-548,Kepler-548,,,776.0,,,
Kepler-549,Kepler-549,,,648.0,,,
Kepler-55,Kepler-55,,,,,,
Kepler-550,Kepler-550,,,563.0,,,
Kepler-551,Kepler-551,,,312.0,,,
Kepler-552,Kepler-552,,,834.0,,,
Kepler-553,Kepler-553,,,725.0,,,
Kepler-554,Kepler-554,,,642.0,,,
Kepler-555,Kepler-555,,,772.0,,,
Kepler-556,Kepler-556,,,729.0,,,
Kepler-557,Kepler-557,,,1126.0,,,
Kepler-558,Kepler-558,,,652.0,,,
Kepler-559,Kepler-559,,,793.0,,,
Kepler-56,Kepler-56,,,,,,
Kepler-560,Kepler-560,,,88.0,,,
Kepler-561,Kepler-561,,,667.0,,,
Kepler-562,Kepler-562,,,822.0,,,
Kepler-563,Kepler-563,,,557.0,,,
Kepler-564,Kepler-564,,,830.0,,,
Kepler-565,Kepler-565,,,1041.0,,,
Kepler-566,Kepler-566,,,628.0,,,
Kepler-567,Kepler-567,,,568.0,,,
Kepler-568,Kepler-568,,,126.0,,,
Kepler-569,Kepler-569,,,645.0,,,
Kepler-57,Kepler-57,,,,,,
Kepler-570,Kepler-570,,,642.0,,,
Kepler-571,Kepler-571,,,756.0,,,
Kepler-572,Kepler-572,,,532.0,,,
Kepler-573,Kepler-573,,,758.0,,,
Kepler-574,Kepler-574,,,747.0,,,
Kepler-575,Kepler-575,,,852.0,,,
Kepler-576,Kepler-576,,,698.0,,,
Kepler-577,Kepler-577,,,549.0,,,
Kepler-578,Kepler-578,,,568.0,,,
Kepler-579,Kepler-579,,,663.0,,,
Kepler-58,Kepler-58,,,,,,
Kepler-580,Kepler-580,,,333.0,,,
Kepler-581,Kepler-581,,,833.0,,,
Kepler-582,Kepler-582,,,751.0,,,
Kepler-583,Kepler-583,,,805.0,,,
Kepler-584,Kepler-584,,,1445.0,,,
Kepler-585,Kepler-585,,,604.0,,,
Kepler-586,Kepler-586,,,707.0,,,
Kepler-587,Kepler-587,,,852.0,,,
Kepler-588,Kepler-588,,,972.0,,,
Kepler-589,Kepler-589,,,643.0,,,
Kepler-59,Kepler-59,,,,,,
Kepler-590,Kepler-590,,,986.0,,,
Kepler-591,Kepler-591,,,793.0,,,
Kepler-592,Kepler-592,,,1034.0,,,
Kepler-593,Kepler-593,,,1016.0,,,
Kepler-594,Kepler-594,,,742.0,,,
Kepler-595,Kepler-595,,,639.0,,,
Kepler-596,Kepler-596,,,1083.0,,,
Kepler-597,Kepler-597,,,660.0,,,
Kepler-598,Kepler-598,,,686.0,,,
Kepler-599,Kepler-599,,,627.0,,,
Kepler-6,Kepler-6,,,,,,
Kepler-60,Kepler-60,,,,,,
Kepler-600,Kepler-600,,,624.0,,,
Kepler-601,Kepler-601,,,429.0,,,
Kepler-602,Kepler-602,,,971.0,,,
Kepler-603,Kepler-603,,,967.0,,,
Kepler-604,Kepler-604,,,981.0,,,
Kepler-605,Kepler-605,,,570.0,,,
Kepler-606,Kepler-606,,,1208.0,,,
Kepler-607,Kepler-607,,,500.0,,,
Kepler-608,Kepler-608,,,926.0,,,
Kepler-609,Kepler-609,,,1143.0,,,
Kepler-61,Kepler-61,,,,,,
Kepler-610,Kepler-610,,,1113.0,,,
Kepler-611,Kepler-611,,,906.0,,,
Kepler-612,Kepler-612,,,932.0,,,
Kepler-613,Kepler-613,,,864.0,,,
Kepler-614,Kepler-614,,,571.0,,,
Kepler-615,Kepler-615,,,330.0,,,
Kepler-616,Kepler-616,,,1019.0,,,
Kepler-617,Kepler-617,,,150.0,,,
Kepler-618,Kepler-618,,,1115.0,,,
Kepler-619,Kepler-619,,,1111.0,,,
Kepler-62,Kepler-62,,,,,,
Kepler-620,Kepler-620,,,1241.0,,,
Kepler-621,Kepler-621,,,389.0,,,
Kepler-622,Kepler-622,,,259.0,,,
Kepler-623,Kepler-623,,,811.0,,,
Kepler-624,Kepler-624,,,731.0,,,
Kepler-625,Kepler-625,,,502.0,,,
Kepler-626,Kepler-626,,,690.0,,,
Kepler-627,Kepler-627,,,1143.0,,,
Kepler-628,Kepler-628,,,579.0,,,
Kepler-629,Kepler-629,,,383.0,,,
TYC 3550-458-1,TYC 3550-458-1,,,200.0,15.0,15.0,
Kepler-630,Kepler-630,,,657.0,,,
Kepler-631,Kepler-631,,,843.0,,,
Kepler-632,Kepler-632,,,349.0,,,
Kepler-633,Kepler-633,,,634.0,,,
Kepler-634,Kepler-634,,,757.0,,,
Kepler-635,Kepler-635,,,826.0,,,
Kepler-636,Kepler-636,,,341.0,,,
Kepler-637,Kepler-637,,,1575.0,,,
Kepler-638,Kepler-638,,,426.0,,,
Kepler-639,Kepler-639,,,680.0,,,
Kepler-640,Kepler-640,,,538.0,,,
Kepler-641,Kepler-641,,,673.0,,,
Kepler-642,Kepler-642,,,1022.0,,,
Kepler-643,Kepler-643,,,1029.0,,,
Kepler-644,Kepler-644,,,1413.0,,,
Kepler-645,Kepler-645,,,901.0,,,
Kepler-646,Kepler-646,,,513.0,,,
Kepler-647,Kepler-647,,,789.0,,,
Kepler-648,Kepler-648,,,665.0,,,
Kepler-649,Kepler-649,,,525.0,,,
Kepler-65,Kepler-65,,,312.43,9.75,9.75,
Kepler-650,Kepler-650,,,805.0,,,
Kepler-651,Kepler-651,,,537.0,,,
Kepler-652,Kepler-652,,,423.0,,,
Kepler-653,Kepler-653,,,593.0,,,
Kepler-654,Kepler-654,,,661.0,,,
Kepler-655,Kepler-655,,,783.0,,,
Kepler-656,Kepler-656,,,867.0,,,
Kepler-657,Kepler-657,,,1244.0,,,
Kepler-658,Kepler-658,,,341.0,,,
Kepler-659,Kepler-659,,,688.0,,,
Kepler-66,Kepler-66,,,1107.0,90.0,90.0,
Kepler-660,Kepler-660,,,564.0,,,
Kepler-661,Kepler-661,,,558.0,,,
Kepler-662,Kepler-662,,,641.0,,,
Kepler-663,Kepler-663,,,1030.0,,,
Kepler-664,Kepler-664,,,1386.0,,,
Kepler-665,Kepler-665,,,651.0,,,
Kepler-666,Kepler-666,,,1330.0,,,
Kepler-667,Kepler-667,,,907.0,,,
Kepler-668,Kepler-668,,,877.0,,,
Kepler-669,Kepler-669,,,1778.0,,,
Kepler-67,Kepler-67,,,1107.0,90.0,90.0,
Kepler-670,Kepler-670,,,980.0,,,
Kepler-671,Kepler-671,,,1139.0,,,
Kepler-672,Kepler-672,,,1011.0,,,
Kepler-673,Kepler-673,,,978.0,,,
Kepler-674,Kepler-674,,,302.0,,,
Kepler-675,Kepler-675,,,651.0,,,
Kepler-676,Kepler-676,,,243.0,,,
Kepler-677,Kepler-677,,,1180.0,,,
Kepler-678,Kepler-678,,,875.0,,,
Kepler-679,Kepler-679,,,968.0,,,
Kepler-68,Kepler-68,,,135.0,10.0,10.0,
Kepler-680,Kepler-680,,,1342.0,,,
Kepler-681,Kepler-681,,,666.0,,,
Kepler-682,Kepler-682,,,951.0,,,
Kepler-683,Kepler-683,,,976.0,,,
Kepler-684,Kepler-684,,,1066.0,,,
Kepler-685,Kepler-685,,,1145.0,,,
Kepler-686,Kepler-686,,,1203.0,,,
Kepler-687,Kepler-687,,,628.0,,,
Kepler-688,Kepler-688,,,1247.0,,,
Kepler-689,Kepler-689,,,1044.0,,,
Kepler-69,Kepler-69,,,,,,
Kepler-690,Kepler-690,,,1653.0,,,
Kepler-691,Kepler-691,,,239.0,,,
Kepler-692,Kepler-692,,,1000.0,,,
Kepler-693,Kepler-693,,,1002.0,,,
Kepler-694,Kepler-694,,,1023.0,,,
Kepler-695,Kepler-695,,,620.0,,,
Kepler-696,Kepler-696,,,1285.0,,,
Kepler-697,Kepler-697,,,1091.0,,,
Kepler-698,Kepler-698,,,1135.0,,,
Kepler-699,Kepler-699,,,888.0,,,
Kepler-7,Kepler-7,,,,,,
KOI-55,KOI-55,,,1180.0,95.0,95.0,
Kepler-700,Kepler-700,,,1061.0,,,
Kepler-701,Kepler-701,,,755.0,,,
Kepler-702,Kepler-702,,,892.0,,,
Kepler-703,Kepler-703,,,1482.0,,,
Kepler-704,Kepler-704,,,1054.0,,,
Kepler-705,Kepler-705,,,251.0,,,
Kepler-706,Kepler-706,,,810.0,,,
Kepler-707,Kepler-707,,,626.0,,,
Kepler-708,Kepler-708,,,1241.0,,,
Kepler-709,Kepler-709,,,668.0,,,
Kepler-71,Kepler-71,,,,,,
Kepler-710,Kepler-710,,,919.0,,,
Kepler-711,Kepler-711,,,664.0,,,
Kepler-712,Kepler-712,,,944.0,,,
Kepler-713,Kepler-713,,,1003.0,,,
Kepler-714,Kepler-714,,,1460.0,,,
Kepler-715,Kepler-715,,,1214.0,,,
Kepler-716,Kepler-716,,,675.0,,,
Kepler-717,Kepler-717,,,1126.0,,,
Kepler-718,Kepler-718,,,1520.0,,,
Kepler-719,Kepler-719,,,1427.0,,,
Kepler-720,Kepler-720,,,880.0,,,
Kepler-721,Kepler-721,,,848.0,,,
Kepler-722,Kepler-722,,,1375.0,,,
Kepler-723,Kepler-723,,,965.0,,,
Kepler-724,Kepler-724,,,862.0,,,
Kepler-725,Kepler-725,,,778.0,,,
Kepler-726,Kepler-726,,,838.0,,,
Kepler-727,Kepler-727,,,892.0,,,
Kepler-728,Kepler-728,,,1236.0,,,
Kepler-729,Kepler-729,,,1271.0,,,
Kepler-730,Kepler-730,,,1455.0,,,
Kepler-731,Kepler-731,,,1311.0,,,
Kepler-732,Kepler-732,,,150.0,,,
Kepler-733,Kepler-733,,,980.0,,,
Kepler-734,Kepler-734,,,553.0,,,
Kepler-735,Kepler-735,,,790.0,,,
Kepler-736,Kepler-736,,,1007.0,,,
Kepler-737,Kepler-737,,,195.0,,,
Kepler-738,Kepler-738,,,992.0,,,
Kepler-739,Kepler-739,,,1128.0,,,
Kepler-74,Kepler-74,,,1330.0,170.0,170.0,
Kepler-740,Kepler-740,,,1262.0,,,
Kepler-741,Kepler-741,,,1530.0,,,
Kepler-742,Kepler-742,,,499.0,,,
Kepler-743,Kepler-743,,,258.0,,,
Kepler-744,Kepler-744,,,486.0,,,
Kepler-745,Kepler-745,,,1199.0,,,
Kepler-746,Kepler-746,,,450.0,,,
Kepler-747,Kepler-747,,,855.0,,,
Kepler-748,Kepler-748,,,1271.0,,,
Kepler-749,Kepler-749,,,753.0,,,
Kepler-75,Kepler-75,,,1140.0,160.0,250.0,
Kepler-750,Kepler-750,,,1181.0,,,
Kepler-751,Kepler-751,,,748.0,,,
Kepler-752,Kepler-752,,,1075.0,,,
Kepler-753,Kepler-753,,,278.0,,,
Kepler-754,Kepler-754,,,1192.0,,,
Kepler-755,Kepler-755,,,368.0,,,
Kepler-756,Kepler-756,,,852.0,,,
Kepler-757,Kepler-757,,,1016.0,,,
Kepler-758,Kepler-758,,,1353.0,,,
Kepler-759,Kepler-759,,,892.0,,,
Kepler-76,Kepler-76,,,,,,
Kepler-760,Kepler-760,,,782.0,,,
Kepler-761,Kepler-761,,,867.0,,,
Kepler-762,Kepler-762,,,1465.0,,,
Kepler-763,Kepler-763,,,902.0,,,
Kepler-764,Kepler-764,,,1013.0,,,
Kepler-765,Kepler-765,,,1000.0,,,
Kepler-766,Kepler-766,,,1614.0,,,
Kepler-767,Kepler-767,,,1185.0,,,
Kepler-768,Kepler-768,,,795.0,,,
Kepler-769,Kepler-769,,,1362.0,,,
Kepler-77,Kepler-77,,,570.0,70.0,70.0,
Kepler-770,Kepler-770,,,761.0,,,
Kepler-771,Kepler-771,,,1000.0,,,
Kepler-772,Kepler-772,,,689.0,,,
Kepler-773,Kepler-773,,,528.0,,,
Kepler-774,Kepler-774,,,1190.0,,,
Kepler-775,Kepler-775,,,400.0,,,
Kepler-776,Kepler-776,,,727.0,,,
Kepler-777,Kepler-777,,,383.0,,,
Kepler-778,Kepler-778,,,899.0,,,
Kepler-779,Kepler-779,,,224.0,,,
Kepler-78,Kepler-78,,,,,,
Kepler-780,Kepler-780,,,520.0,,,
Kepler-781,Kepler-781,,,1036.0,,,
Kepler-782,Kepler-782,,,412.0,,,
Kepler-783,Kepler-783,,,544.0,,,
Kepler-784,Kepler-784,,,604.0,,,
Kepler-785,Kepler-785,,,666.0,,,
Kepler-786,Kepler-786,,,512.0,,,
Kepler-787,Kepler-787,,,468.0,,,
Kepler-788,Kepler-788,,,1649.0,,,
Kepler-789,Kepler-789,,,915.0,,,
Kepler-79,Kepler-79,,,,,,
Kepler-790,Kepler-790,,,727.0,,,
Kepler-791,Kepler-791,,,1447.0,,,
Kepler-792,Kepler-792,,,1205.0,,,
Kepler-793,Kepler-793,,,794.0,,,
Kepler-794,Kepler-794,,,763.0,,,
Kepler-795,Kepler-795,,,458.0,,,
Kepler-796,Kepler-796,,,377.0,,,
Kepler-797,Kepler-797,,,752.0,,,
Kepler-798,Kepler-798,,,1085.0,,,
Kepler-799,Kepler-799,,,1029.0,,,
Kepler-8,Kepler-8,,,1330.0,180.0,180.0,
Kepler-80,Kepler-80,,,,,,
Kepler-800,Kepler-800,,,1049.0,,,
Kepler-801,Kepler-801,,,419.0,,,
Kepler-802,Kepler-802,,,828.0,,,
Kepler-803,Kepler-803,,,615.0,,,
Kepler-804,Kepler-804,,,648.0,,,
Kepler-805,Kepler-805,,,657.0,,,
Kepler-806,Kepler-806,,,260.0,,,
Kepler-807,Kepler-807,,,1312.0,,,
Kepler-808,Kepler-808,,,321.0,,,
Kepler-809,Kepler-809,,,933.0,,,
Kepler-81,Kepler-81,,,,,,
Kepler-810,Kepler-810,,,1554.0,,,
Kepler-811,Kepler-811,,,847.0,,,
Kepler-812,Kepler-812,,,1482.0,,,
Kepler-813,Kepler-813,,,840.0,,,
Kepler-814,Kepler-814,,,1327.0,,,
Kepler-815,Kepler-815,,,1199.0,,,
Kepler-816,Kepler-816,,,1059.0,,,
Kepler-817,Kepler-817,,,1401.0,,,
Kepler-818,Kepler-818,,,967.0,,,
Kepler-819,Kepler-819,,,722.0,,,
Kepler-82,Kepler-82,,,,,,
Kepler-820,Kepler-820,,,989.0,,,
Kepler-821,Kepler-821,,,619.0,,,
Kepler-822,Kepler-822,,,956.0,,,
Kepler-823,Kepler-823,,,896.0,,,
Kepler-824,Kepler-824,,,1352.0,,,
Kepler-825,Kepler-825,,,820.0,,,
Kepler-826,Kepler-826,,,649.0,,,
Kepler-827,Kepler-827,,,1352.0,,,
Kepler-828,Kepler-828,,,625.0,,,
Kepler-829,Kepler-829,,,954.0,,,
Kepler-83,Kepler-83,,,,,,
Kepler-830,Kepler-830,,,1122.0,,,
Kepler-831,Kepler-831,,,577.0,,,
Kepler-832,Kepler-832,,,1346.0,,,
Kepler-833,Kepler-833,,,421.0,,,
Kepler-834,Kepler-834,,,620.0,,,
Kepler-835,Kepler-835,,,2011.0,,,
Kepler-836,Kepler-836,,,1003.0,,,
Kepler-837,Kepler-837,,,846.0,,,
Kepler-838,Kepler-838,,,1210.0,,,
Kepler-839,Kepler-839,,,833.0,,,
Kepler-84,Kepler-84,,,,,,
Kepler-840,Kepler-840,,,778.0,,,
Kepler-841,Kepler-841,,,1052.0,,,
Kepler-842,Kepler-842,,,552.0,,,
Kepler-843,Kepler-843,,,1247.0,,,
Kepler-844,Kepler-844,,,394.0,,,
Kepler-845,Kepler-845,,,471.0,,,
Kepler-846,Kepler-846,,,1233.0,,,
Kepler-847,Kepler-847,,,529.0,,,
Kepler-848,Kepler-848,,,797.0,,,
Kepler-849,Kepler-849,,,747.0,,,
Kepler-85,Kepler-85,,,,,,
Kepler-850,Kepler-850,,,1535.0,,,
Kepler-851,Kepler-851,,,869.0,,,
Kepler-852,Kepler-852,,,854.0,,,
Kepler-853,Kepler-853,,,610.0,,,
Kepler-854,Kepler-854,,,741.0,,,
Kepler-855,Kepler-855,,,1043.0,,,
Kepler-856,Kepler-856,,,1175.0,,,
Kepler-857,Kepler-857,,,1039.0,,,
Kepler-858,Kepler-858,,,296.0,,,
Kepler-859,Kepler-859,,,915.0,,,
Kepler-860,Kepler-860,,,1295.0,,,
Kepler-861,Kepler-861,,,806.0,,,
Kepler-862,Kepler-862,,,806.0,,,
Kepler-863,Kepler-863,,,1145.0,,,
Kepler-864,Kepler-864,,,1573.0,,,
Kepler-865,Kepler-865,,,664.0,,,
Kepler-866,Kepler-866,,,690.0,,,
Kepler-867,Kepler-867,,,824.0,,,
Kepler-868,Kepler-868,,,1269.0,,,
Kepler-869,Kepler-869,,,957.0,,,
KOI-1574,KOI-1574,,,,,,
Kepler-870,Kepler-870,,,1231.0,,,
Kepler-871,Kepler-871,,,1695.0,,,
Kepler-872,Kepler-872,,,1114.0,,,
Kepler-873,Kepler-873,,,1397.0,,,
Kepler-874,Kepler-874,,,1072.0,,,
Kepler-875,Kepler-875,,,1244.0,,,
Kepler-876,Kepler-876,,,735.0,,,
Kepler-877,Kepler-877,,,572.0,,,
Kepler-878,Kepler-878,,,567.0,,,
Kepler-879,Kepler-879,,,772.0,,,
Kepler-88,Kepler-88,,,385.0,20.0,16.0,
Kepler-880,Kepler-880,,,673.0,,,
Kepler-881,Kepler-881,,,1364.0,,,
Kepler-882,Kepler-882,,,525.0,,,
Kepler-883,Kepler-883,,,549.0,,,
Kepler-884,Kepler-884,,,420.0,,,
Kepler-885,Kepler-885,,,632.0,,,
Kepler-886,Kepler-886,,,857.0,,,
Kepler-887,Kepler-887,,,831.0,,,
Kepler-888,Kepler-888,,,413.0,,,
Kepler-889,Kepler-889,,,513.0,,,
KOI-94,KOI-94,,,,,,
Kepler-890,Kepler-890,,,1387.0,,,
Kepler-891,Kepler-891,,,1372.0,,,
Kepler-892,Kepler-892,,,640.0,,,
Kepler-893,Kepler-893,,,1216.0,,,
Kepler-894,Kepler-894,,,1090.0,,,
Kepler-895,Kepler-895,,,516.0,,,
Kepler-896,Kepler-896,,,896.0,,,
Kepler-897,Kepler-897,,,1147.0,,,
Kepler-898,Kepler-898,,,479.0,,,
Kepler-899,Kepler-899,,,1038.0,,,
Kepler-9,Kepler-9,,,,,,
Kepler-90,Kepler-90,,,,,,
Kepler-900,Kepler-900,,,505.0,,,
Kepler-901,Kepler-901,,,241.0,,,
Kepler-902,Kepler-902,,,904.0,,,
Kepler-903,Kepler-903,,,829.0,,,
Kepler-904,Kepler-904,,,1151.0,,,
Kepler-905,Kepler-905,,,521.0,,,
Kepler-906,Kepler-906,,,758.0,,,
Kepler-907,Kepler-907,,,352.0,,,
Kepler-908,Kepler-908,,,250.0,,,
Kepler-909,Kepler-909,,,318.0,,,
Kepler-91,Kepler-91,,,1030.0,130.0,150.0,
Kepler-910,Kepler-910,,,402.0,,,
Kepler-911,Kepler-911,,,567.0,,,
Kepler-912,Kepler-912,,,1265.0,,,
Kepler-913,Kepler-913,,,597.0,,,
Kepler-914,Kepler-914,,,678.0,,,
Kepler-915,Kepler-915,,,806.0,,,
Kepler-916,Kepler-916,,,769.0,,,
Kepler-917,Kepler-917,,,1027.0,,,
Kepler-918,Kepler-918,,,1245.0,,,
Kepler-919,Kepler-919,,,1219.0,,,
Kepler-92,Kepler-92,,,448.57,13.82,13.82,
Kepler-920,Kepler-920,,,926.0,,,
Kepler-921,Kepler-921,,,847.0,,,
Kepler-922,Kepler-922,,,558.0,,,
Kepler-923,Kepler-923,,,966.0,,,
Kepler-924,Kepler-924,,,995.0,,,
Kepler-925,Kepler-925,,,623.0,,,
Kepler-926,Kepler-926,,,771.0,,,
Kepler-927,Kepler-927,,,879.0,,,
Kepler-928,Kepler-928,,,532.0,,,
