star_name,star_name,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_age,star_age_error_min,star_age_error_max,star_age_error_min,star_age_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_teff,star_teff_error_min,star_teff_error_max,Spectral type,mag_v,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
KELT-10,kelt-10,1.112,0.061,0.055,1.209,0.035,0.047,4.5,0.7,0.7,0.7,0.7,0.09,0.11,0.11,5948.0,74.0,74.0,,10.8,,,
KELT-11,kelt-11,1.438,0.052,0.061,2.72,0.17,0.21,,,,,,0.18,0.075,0.075,5370.0,51.0,51.0,,8.0,,,
KELT-12,kelt-12,1.592,0.091,0.071,2.37,0.18,0.18,2.2,0.1,0.1,0.1,0.1,0.19,0.085,0.083,6278.0,51.0,51.0,,10.585,,,
KELT-15,kelt-15,1.181,0.05,0.05,1.481,0.041,0.091,,,,,,0.047,0.032,0.032,6003.0,50.0,50.0,,11.44,,,
KELT-17,kelt-17,1.635,0.061,0.066,1.645,0.055,0.06,,,,,,-0.018,0.072,0.074,7454.0,49.0,49.0,,9.29,,,
KELT-2 A,kelt-2a,1.31,0.03,0.03,1.842,0.071,0.071,,,,,,-0.015,0.071,0.071,6148.0,49.0,49.0,,8.7,,,
KELT-3,kelt-3,1.282,0.062,0.062,1.482,0.064,0.064,3.0,0.2,0.2,0.2,0.2,0.048,0.081,0.081,6304.0,49.0,49.0,,9.8,,,
KELT-4 A,kelt-4a,1.204,0.063,0.072,1.61,0.068,0.078,4.38,0.88,0.81,0.88,0.81,-0.116,0.071,0.067,6207.0,76.0,76.0,,,,,
KELT-6,kelt-6,1.126,0.058,0.058,1.529,0.137,0.143,4.9,0.46,0.66,0.46,0.66,-0.27,0.06,0.06,6272.0,61.0,61.0,,10.38,,,
KELT-7,kelt-7,1.535,0.066,0.054,1.732,0.045,0.045,1.3,0.2,0.2,0.2,0.2,0.139,0.08,0.08,6789.0,50.0,50.0,,8.54,,,
KELT-8,kelt-8,1.211,0.066,0.078,1.67,0.14,0.14,5.4,0.5,0.5,0.5,0.5,0.27,0.04,0.04,5754.0,55.0,55.0,,10.83,,,
KIC 10001893,kic10001893,0.47,,,,,,,,,,,,,,26700.0,300.0,300.0,,16.0,,,
KIC 10024862,kic10024862,1.07,0.17,0.17,1.11,0.27,0.27,,,,,,0.07,0.39,0.19,6616.0,358.0,169.0,,16.4,,,
KIC 10255705 	,kic10255705	,1.1,0.17,0.29,2.12,0.52,0.44,,,,,,-0.13,,,5030.0,143.0,389.0,,13.5,,,
KIC 10905746,kic10905746,0.578,0.032,0.032,0.548,0.026,0.026,,,,,,-0.23,0.1,0.1,4240.0,112.0,112.0,,13.0,,,
KIC 11152511,kic11152511,1.01,0.18,0.15,2.08,0.45,0.3,,,,,,-0.1,,,5273.0,471.0,145.0,,14.0,,,
KIC 12454613,kic12454613,0.87,0.14,0.09,0.82,0.2,0.12,,,,,,0.03,,,5420.0,158.0,331.0,,14.0,,,
KIC 12557548,kic12557548,0.7,0.08,0.04,0.65,0.05,0.04,,,,,,-0.173,,,4412.0,,,,16.0,,,
KIC 5010054,kic5010054,1.05,0.21,0.15,2.17,0.45,0.4,,,,,,,,,5550.0,,,,14.5,,,
KIC 5094412,kic5094412,0.82,0.1,0.09,0.8,0.12,0.12,,,,,,-0.327,,,5313.0,253.0,154.0,,16.0,,,
KIC 5522786,kic5522786,1.79,0.31,0.34,1.3,0.29,0.57,,,,,,-0.03,,,8719.0,190.0,194.0,,9.8,,,
KIC 5732155,kic5732155,1.13,0.22,0.14,1.99,0.44,0.36,,,,,,-0.03,,,5755.0,155.0,430.0,,15.5,,,
KIC 6185331,kic6185331,1.027,0.042,0.042,1.27,0.17,0.17,8.7,1.5,1.5,1.5,1.5,0.11,0.15,0.15,5619.0,80.0,80.0,,15.0,,,
KIC 6372194,kic6372194,0.8,0.09,0.09,0.75,0.11,0.11,,,,,,-0.37,,,5233.0,174.0,180.0,,16.3,,,
KIC 6436029,kic6436029,0.83,0.05,0.05,0.83,0.05,0.05,,,,,,0.42,0.24,0.06,4817.0,130.0,180.0,,16.2,,,
KIC 7917485,kic7917485,1.63,0.12,0.15,,,,,,,,,-0.02,0.15,0.15,7067.0,192.0,192.0,,13.2,,,
KIC 8012732,kic8012732,0.92,0.15,0.15,1.22,0.47,0.47,,,,,,0.2,0.32,0.16,6221.0,249.0,166.0,,14.3,,,
KIC 9413313,kic9413313,0.95,0.23,0.23,1.45,0.8,0.8,,,,,,0.02,0.28,0.28,5359.0,143.0,167.0,,14.5,,,
KIC 9662267,kic9662267,0.86,0.18,0.13,0.89,0.27,0.19,,,,,,-0.03,,,5602.0,531.0,151.0,,15.3,,,
KIC 9704149,kic9704149,0.86,0.14,0.11,0.78,0.22,0.15,,,,,,-0.16,,,5640.0,181.0,181.0,,15.5,,,
KMT-2015-1,kmt-2015-1,0.18,0.12,0.12,,,,,,,,,,,,,,,,,,,
Kepler-418,kepler-418,0.98,0.08,0.08,1.094,0.14,0.14,7.0,3.0,4.0,3.0,4.0,-0.05,0.1,0.1,5820.0,100.0,100.0,,15.0,,,
KOI-1257 A,koi-1257a,0.99,0.05,0.05,1.13,0.14,0.14,9.3,3.0,3.0,3.0,3.0,0.27,0.09,0.09,5520.0,80.0,80.0,,,,,
Kepler-432,kepler-432,1.35,0.1,0.1,4.15,0.12,0.12,3.6,1.0,0.6,1.0,0.6,-0.02,0.06,0.06,5020.0,60.0,60.0,,13.0,,,
KOI-1843,koi-1843,0.46,0.05,0.08,0.45,0.05,0.08,,,,,,0.0,0.1,0.1,3584.0,65.0,65.0,,,,,
KOI-188,koi-188,0.93,0.05,0.05,0.86,0.025,0.025,5.0,4.0,4.0,4.0,4.0,0.24,0.11,0.11,5170.0,70.0,70.0,,15.0,,,
KOI-192,koi-192,0.96,0.06,0.06,1.35,0.2,0.2,7.0,4.0,4.0,4.0,4.0,-0.19,0.07,0.07,5800.0,70.0,70.0,,14.5,,,
KOI-195,koi-195,0.91,0.06,0.06,0.92,0.025,0.025,6.0,4.0,4.0,4.0,4.0,-0.21,0.08,0.08,5725.0,90.0,90.0,,15.0,,,
KOI-205,koi-205,0.925,0.033,0.033,0.841,0.02,0.02,4.35,3.95,3.95,3.95,3.95,0.14,0.12,0.12,5237.0,60.0,60.0,,,,,
KOI-206,koi-206,,,,1.16,,,,,,,,-0.13,,,5771.0,,,,14.5,,,
KOI-2700,koi-2700,0.632,0.063,0.063,0.574,0.05,0.05,,,,,,-0.2,,,4433.0,66.0,66.0,,15.9,,,
KOI-368,koi-368,2.17,0.57,0.57,2.043,1.124,1.124,,,,,,0.07,0.14,0.14,9257.0,,,,11.3,,,
KOI-415,koi-415,0.94,0.06,0.06,1.25,0.1,0.15,10.5,2.2,2.2,2.2,2.2,-0.24,0.11,0.11,5810.0,80.0,80.0,,,,,
KOI-4427,koi-4427,0.526,0.04,0.062,0.505,0.038,0.065,3.6,2.6,1.3,2.6,1.3,-0.07,0.14,0.14,3813.0,112.0,112.0,,9.34,,,
KOI-5833,koi-5833,0.98,0.12,0.12,1.0,0.1,0.1,,,,,,-0.46,0.3,0.3,6277.0,187.0,155.0,,13.4,,,
KOI-5929,koi-5929,0.86,0.07,0.07,0.82,0.05,0.05,,,,,,-0.14,0.28,0.28,5830.0,164.0,155.0,,15.2,,,
Kepler-51,kepler-51,1.0,,,0.91,,,,,,,,,,,5803.0,,,,15.0,,,
KOI-680,koi-680,,,,1.16,,,,,,,,-0.46,,,6060.0,,,,14.0,,,
KOI-682,koi-682,1.02,0.1,0.1,1.17,0.2,0.2,,,,,,0.34,0.14,0.1,5589.0,105.0,105.0,,14.2,,,
KOI-771,koi-771,0.95,0.08,0.08,0.94,0.06,0.06,,,,,,0.48,0.16,0.8,5520.0,110.0,83.0,,15.2,,,
KOI-830,koi-830,0.87,0.05,0.05,0.8,0.02,0.02,5.0,4.0,4.0,4.0,4.0,0.09,0.17,0.17,5150.0,100.0,100.0,,15.5,,,
Kapteyn's,kapteyns,0.281,0.014,0.014,0.29,0.025,0.025,8.0,7.5,7.5,7.5,7.5,-0.86,,,3550.0,50.0,50.0,,8.8,,,
Kepler-10,kepler-10,0.91,0.021,0.021,1.065,0.009,0.009,10.6,1.5,1.5,1.5,1.5,-0.15,0.04,0.04,5708.0,28.0,28.0,,11.16,,,
Kepler-100,kepler-100,1.109,0.02,0.02,1.5131,0.011,0.0093,6.5,0.56,0.46,0.56,0.46,0.02,0.1,0.1,5825.0,75.0,75.0,,,,,
Kepler-1000,kepler-1000,1.4,0.04,0.04,1.51,0.07,0.08,,,,,,0.35,0.051,0.055,6453.0,73.42,74.15,,,,,
Kepler-1001,kepler-1001,0.9,0.04,0.04,0.88,0.06,0.09,,,,,,-0.03,0.17,0.139,5491.0,68.91,66.16,,,,,
Kepler-1002,kepler-1002,1.22,0.05,0.05,1.57,0.04,0.05,,,,,,0.04,0.057,0.07,6144.0,61.08,47.25,,,,,
Kepler-1003,kepler-1003,1.11,0.08,0.13,1.17,0.15,0.32,,,,,,0.01,0.172,0.14,6109.0,195.29,150.04,,,,,
Kepler-1004,kepler-1004,1.11,0.12,0.18,3.39,0.22,0.28,,,,,,-0.04,0.031,0.023,4972.0,39.52,52.3,,,,,
Kepler-1005,kepler-1005,1.0,0.04,0.04,1.06,0.1,0.15,,,,,,0.02,0.103,0.089,5782.0,67.92,68.03,,,,,
Kepler-1006,kepler-1006,0.78,0.06,0.07,0.74,0.06,0.09,,,,,,-0.4,0.189,0.237,5328.0,112.84,180.84,,,,,
Kepler-1007,kepler-1007,0.73,0.04,0.03,0.7,0.03,0.03,,,,,,0.03,0.16,0.152,4587.0,98.48,88.05,,,,,
Kepler-1008,kepler-1008,0.81,0.03,0.03,0.78,0.03,0.03,,,,,,-0.01,0.102,0.102,5066.0,66.82,79.91,,,,,
Kepler-1009,kepler-1009,0.59,0.03,0.02,0.57,0.02,0.02,,,,,,-0.12,0.107,0.091,4027.0,36.46,41.14,,,,,
Kepler-101,kepler-101,1.12,,,1.67,0.41,0.41,,,,,,,,,5570.0,134.0,134.0,,,,,
Kepler-1010,kepler-1010,0.86,0.04,0.04,0.82,0.04,0.05,,,,,,-0.01,0.164,0.155,5253.0,80.75,67.75,,,,,
Kepler-1011,kepler-1011,0.91,0.04,0.04,0.88,0.05,0.09,,,,,,0.08,0.161,0.154,5416.0,130.93,95.5,,,,,
Kepler-1012,kepler-1012,0.95,0.04,0.03,0.91,0.04,0.05,,,,,,0.05,0.102,0.109,5556.0,67.52,77.89,,,,,
Kepler-1013,kepler-1013,0.81,0.04,0.04,0.76,0.03,0.03,,,,,,0.04,0.163,0.15,4954.0,81.88,77.29,,,,,
Kepler-1014,kepler-1014,0.88,0.05,0.04,0.84,0.05,0.07,,,,,,-0.06,0.15,0.151,5388.0,66.36,68.87,,,,,
Kepler-1015,kepler-1015,1.49,0.15,0.22,1.81,0.34,0.67,,,,,,0.06,0.151,0.134,6769.0,197.14,136.36,,,,,
Kepler-1016,kepler-1016,0.99,0.07,0.08,1.0,0.1,0.17,,,,,,-0.03,0.182,0.137,5821.0,169.89,177.41,,,,,
Kepler-1017,kepler-1017,0.93,0.04,0.04,0.87,0.03,0.03,,,,,,0.04,0.105,0.101,5473.0,81.05,93.16,,,,,
Kepler-1018,kepler-1018,0.91,0.06,0.04,0.88,0.06,0.1,,,,,,-0.05,0.183,0.154,5518.0,57.64,61.16,,,,,
Kepler-1019,kepler-1019,0.7,0.05,0.03,0.67,0.04,0.02,,,,,,0.01,0.178,0.175,4433.0,45.09,43.73,,,,,
Kepler-102,kepler-102,0.81,0.09,0.04,0.76,0.07,0.07,1.41,,,,,0.18,0.47,0.42,4809.0,41.0,41.0,,11.492,,,
Kepler-1020,kepler-1020,0.87,0.03,0.03,0.8,0.02,0.02,,,,,,0.0,0.101,0.103,5227.0,60.63,66.71,,,,,
Kepler-1021,kepler-1021,0.89,0.05,0.05,0.86,0.06,0.09,,,,,,-0.05,0.17,0.147,5431.0,143.99,143.14,,,,,
Kepler-1022,kepler-1022,0.71,0.04,0.03,0.68,0.03,0.02,,,,,,0.06,0.175,0.157,4445.0,51.77,49.47,,,,,
Kepler-1023,kepler-1023,0.93,0.04,0.04,0.89,0.05,0.1,,,,,,0.05,0.161,0.155,5494.0,98.69,75.28,,,,,
Kepler-1024,kepler-1024,0.81,0.05,0.04,0.78,0.05,0.04,,,,,,-0.1,0.182,0.142,5143.0,76.37,126.73,,,,,
Kepler-1025,kepler-1025,1.09,0.07,0.08,1.13,0.12,0.23,,,,,,-0.03,0.181,0.145,6089.0,95.52,102.4,,,,,
Kepler-1026,kepler-1026,0.79,0.04,0.04,0.75,0.04,0.03,,,,,,-0.02,0.167,0.151,4948.0,89.37,85.79,,,,,
Kepler-1027,kepler-1027,0.91,0.02,0.03,0.82,0.02,0.02,,,,,,-0.06,0.087,0.107,5436.0,58.48,66.85,,,,,
Kepler-1028,kepler-1028,0.9,0.06,0.05,0.87,0.07,0.1,,,,,,-0.09,0.195,0.166,5522.0,78.23,102.65,,,,,
Kepler-1029,kepler-1029,0.82,0.04,0.04,0.77,0.04,0.04,,,,,,0.01,0.172,0.163,5030.0,91.81,68.38,,,,,
Kepler-103,kepler-103,1.099,0.03,0.019,1.455,0.013,0.024,6.67,0.62,0.69,0.62,0.69,0.07,0.11,0.11,5845.0,88.0,88.0,,12.287,,,
Kepler-1030,kepler-1030,0.8,0.04,0.04,0.76,0.04,0.04,,,,,,-0.01,0.161,0.154,4983.0,85.01,78.38,,,,,
Kepler-1031,kepler-1031,1.09,0.07,0.1,1.12,0.13,0.27,,,,,,0.03,0.17,0.136,6011.0,133.3,125.91,,,,,
Kepler-1032,kepler-1032,0.77,0.03,0.03,0.71,0.02,0.02,,,,,,0.16,0.211,0.103,4647.0,84.37,57.14,,,,,
Kepler-1033,kepler-1033,0.94,0.04,0.04,0.92,0.06,0.15,,,,,,0.06,0.156,0.147,5547.0,66.49,59.76,,,,,
Kepler-1034,kepler-1034,0.83,0.04,0.04,0.8,0.05,0.05,,,,,,-0.06,0.172,0.148,5198.0,86.25,102.36,,,,,
Kepler-1035,kepler-1035,0.98,0.06,0.06,0.97,0.09,0.23,,,,,,-0.03,0.183,0.135,5763.0,121.15,114.35,,,,,
Kepler-1036,kepler-1036,0.95,0.04,0.03,0.89,0.03,0.04,,,,,,0.04,0.099,0.105,5533.0,69.58,83.31,,,,,
Kepler-1037,kepler-1037,0.82,0.04,0.04,0.78,0.04,0.04,,,,,,-0.03,0.164,0.139,5105.0,70.71,96.95,,,,,
Kepler-1038,kepler-1038,0.87,0.06,0.07,0.83,0.06,0.09,,,,,,-0.04,0.176,0.158,5335.0,212.93,253.32,,,,,
Kepler-1039,kepler-1039,0.79,0.04,0.05,0.74,0.04,0.04,,,,,,0.01,0.164,0.15,4870.0,173.27,194.18,,,,,
Kepler-104,kepler-104,0.81,,,1.35,0.22,0.22,,,,,,-0.777,,,5711.0,74.0,74.0,,,,,
Kepler-1040,kepler-1040,0.98,0.04,0.04,0.96,0.05,0.06,,,,,,0.01,0.102,0.094,5694.0,65.65,78.24,,,,,
Kepler-1041,kepler-1041,1.06,0.07,0.07,1.08,0.11,0.23,,,,,,0.01,0.175,0.136,5957.0,105.23,107.73,,,,,
Kepler-1042,kepler-1042,0.75,0.05,0.04,0.72,0.05,0.03,,,,,,-0.1,0.195,0.153,4815.0,79.62,86.89,,,,,
Kepler-1043,kepler-1043,0.92,0.06,0.05,0.9,0.07,0.1,,,,,,-0.11,0.187,0.155,5629.0,67.58,73.19,,,,,
Kepler-1044,kepler-1044,1.08,0.07,0.08,1.11,0.12,0.25,,,,,,0.04,0.163,0.137,5985.0,124.51,112.26,,,,,
Kepler-1045,kepler-1045,0.86,0.05,0.04,0.82,0.05,0.06,,,,,,-0.03,0.163,0.146,5301.0,59.81,56.01,,,,,
Kepler-1046,kepler-1046,1.04,0.04,0.04,1.04,0.06,0.07,,,,,,0.0,0.092,0.089,5913.0,81.92,72.81,,,,,
Kepler-1047,kepler-1047,1.08,0.04,0.05,1.13,0.09,0.14,,,,,,0.29,0.062,0.065,5754.0,75.6,83.64,,,,,
Kepler-1048,kepler-1048,0.75,0.04,0.03,0.7,0.03,0.03,,,,,,0.01,0.16,0.149,4651.0,62.38,59.42,,,,,
Kepler-1049,kepler-1049,0.51,0.03,0.03,0.49,0.03,0.03,,,,,,-0.33,0.078,0.083,3864.0,41.5,42.03,,,,,
Kepler-105,kepler-105,1.28,0.12,0.12,1.16,0.24,0.24,,,,,,-0.22,0.47,0.47,5873.0,100.0,100.0,,,,,
Kepler-1050,kepler-1050,1.09,0.07,0.08,1.13,0.12,0.29,,,,,,0.03,0.165,0.141,6010.0,99.65,90.67,,,,,
Kepler-1051,kepler-1051,1.43,0.16,0.22,1.73,0.34,0.62,,,,,,0.04,0.166,0.13,6675.0,222.6,270.59,,,,,
Kepler-1052,kepler-1052,1.03,0.07,0.08,1.03,0.11,0.19,,,,,,0.0,0.175,0.15,5888.0,173.26,160.5,,,,,
Kepler-1053,kepler-1053,0.74,0.04,0.03,0.69,0.03,0.03,,,,,,0.1,0.171,0.16,4529.0,98.25,81.74,,,,,
Kepler-1054,kepler-1054,1.22,0.1,0.18,1.34,0.2,0.58,,,,,,0.09,0.138,0.143,6209.0,147.02,106.61,,,,,
Kepler-1055,kepler-1055,0.98,0.04,0.03,0.94,0.04,0.04,,,,,,-0.02,0.099,0.098,5723.0,61.68,76.28,,,,,
Kepler-1056,kepler-1056,1.12,0.12,0.2,1.2,0.21,0.51,,,,,,0.02,0.18,0.13,6127.0,285.27,199.75,,,,,
Kepler-1057,kepler-1057,1.07,0.11,0.15,1.1,0.17,0.36,,,,,,0.01,0.181,0.132,5987.0,296.99,293.78,,,,,
Kepler-1058,kepler-1058,0.73,0.05,0.04,0.69,0.04,0.03,,,,,,-0.06,0.171,0.178,4644.0,112.73,89.85,,,,,
Kepler-1059,kepler-1059,0.75,0.06,0.04,0.72,0.06,0.04,,,,,,-0.15,0.236,0.16,4906.0,62.34,81.53,,,,,
Kepler-106,kepler-106,1.0,0.06,0.06,1.04,0.17,0.17,4.83,,,,,-0.12,0.11,0.11,5858.0,114.0,114.0,,12.882,,,
Kepler-1060,kepler-1060,0.99,0.07,0.08,0.99,0.11,0.19,,,,,,-0.03,0.192,0.155,5797.0,198.61,180.98,,,,,
Kepler-1061,kepler-1061,1.09,0.04,0.04,1.07,0.05,0.06,,,,,,-0.03,0.101,0.096,6067.0,59.04,71.81,,,,,
Kepler-1062,kepler-1062,0.75,0.04,0.03,0.7,0.03,0.02,,,,,,0.11,0.19,0.142,4597.0,73.2,61.91,,,,,
Kepler-1063,kepler-1063,1.09,0.07,0.11,1.14,0.14,0.3,,,,,,0.09,0.133,0.146,5945.0,155.38,188.84,,,,,
Kepler-1064,kepler-1064,0.85,0.03,0.03,0.79,0.02,0.02,,,,,,0.0,0.097,0.101,5153.0,59.98,80.62,,,,,
Kepler-1065,kepler-1065,0.94,0.06,0.07,0.93,0.09,0.16,,,,,,-0.01,0.178,0.138,5635.0,202.38,166.04,,,,,
Kepler-1066,kepler-1066,0.98,0.07,0.11,0.98,0.11,0.2,,,,,,-0.03,0.183,0.143,5762.0,209.47,287.38,,,,,
Kepler-1067,kepler-1067,0.95,0.04,0.04,0.93,0.06,0.16,,,,,,0.03,0.172,0.132,5592.0,65.87,63.05,,,,,
Kepler-1068,kepler-1068,1.01,0.07,0.07,1.01,0.1,0.25,,,,,,0.03,0.176,0.142,5806.0,169.98,123.65,,,,,
Kepler-1069,kepler-1069,0.99,0.05,0.05,0.98,0.08,0.17,,,,,,0.04,0.161,0.14,5722.0,104.94,88.79,,,,,
Kepler-107,kepler-107,,,,1.41,0.05,0.05,,,,,,-0.092,,,5851.0,75.0,75.0,,,,,
Kepler-1070,kepler-1070,1.21,0.1,0.2,1.32,0.19,0.61,,,,,,0.03,0.175,0.132,6261.0,114.36,114.14,,,,,
Kepler-1071,kepler-1071,0.86,0.04,0.03,0.81,0.03,0.03,,,,,,0.01,0.113,0.108,5215.0,83.32,78.36,,,,,
Kepler-1072,kepler-1072,1.2,0.09,0.19,1.32,0.2,0.6,,,,,,0.07,0.132,0.129,6199.0,123.19,102.85,,,,,
Kepler-1073,kepler-1073,1.0,0.07,0.1,1.0,0.11,0.21,,,,,,0.0,0.171,0.138,5792.0,186.16,252.91,,,,,
Kepler-1074,kepler-1074,0.6,0.03,0.02,0.57,0.02,0.02,,,,,,-0.06,0.09,0.08,4002.0,33.56,33.45,,,,,
Kepler-1075,kepler-1075,0.56,0.03,0.03,0.54,0.03,0.02,,,,,,-0.17,0.105,0.111,3959.0,38.69,39.29,,,,,
Kepler-1076,kepler-1076,0.79,0.04,0.03,0.74,0.02,0.01,,,,,,-0.01,0.111,0.101,4868.0,45.61,38.24,,,,,
Kepler-1077,kepler-1077,1.02,0.05,0.06,1.02,0.09,0.23,,,,,,0.03,0.16,0.126,5816.0,113.54,99.93,,,,,
Kepler-1078,kepler-1078,0.94,0.05,0.05,0.92,0.07,0.12,,,,,,-0.01,0.186,0.142,5612.0,123.53,100.22,,,,,
Kepler-1079,kepler-1079,1.08,0.06,0.12,1.36,0.23,0.27,,,,,,0.21,0.128,0.098,5758.0,84.62,90.64,,,,,
Kepler-108,kepler-108,0.87,,,2.19,0.12,0.12,,,,,,-0.026,,,5854.0,92.0,92.0,,,,,
Kepler-1080,kepler-1080,1.1,0.06,0.1,1.16,0.14,0.4,,,,,,0.09,0.143,0.147,5956.0,87.98,70.4,,,,,
Kepler-1081,kepler-1081,0.88,0.04,0.04,0.84,0.05,0.07,,,,,,0.01,0.155,0.141,5345.0,84.9,67.9,,,,,
Kepler-1082,kepler-1082,1.03,0.06,0.06,1.14,0.13,0.18,,,,,,-0.06,0.125,0.105,5923.0,64.28,80.65,,,,,
Kepler-1083,kepler-1083,0.81,0.04,0.04,0.77,0.04,0.03,,,,,,-0.02,0.166,0.155,5049.0,46.43,45.47,,,,,
Kepler-1084,kepler-1084,1.12,0.06,0.07,1.28,0.17,0.27,,,,,,-0.02,0.108,0.083,6113.0,75.56,63.72,,,,,
Kepler-1085,kepler-1085,1.11,0.06,0.09,1.14,0.11,0.31,,,,,,0.08,0.158,0.145,6000.0,89.9,83.83,,,,,
Kepler-1086,kepler-1086,0.7,0.03,0.02,0.66,0.02,0.01,,,,,,0.06,0.129,0.094,4350.0,34.14,45.98,,,,,
Kepler-1087,kepler-1087,0.96,0.06,0.07,0.94,0.07,0.26,,,,,,0.01,0.255,0.153,5589.0,191.41,122.9,,,,,
Kepler-1088,kepler-1088,1.08,0.03,0.03,1.08,0.06,0.08,,,,,,0.05,0.082,0.082,5975.0,58.16,64.37,,,,,
Kepler-1089,kepler-1089,0.52,0.03,0.03,0.49,0.03,0.03,,,,,,-0.09,0.084,0.087,3753.0,32.55,32.38,,,,,
Kepler-109,kepler-109,1.069,0.04,0.04,1.339,0.015,0.017,6.35,1.05,1.05,1.05,1.05,-0.08,0.1,0.1,5952.0,75.0,75.0,,12.365,,,
Kepler-1090,kepler-1090,0.86,0.05,0.05,0.82,0.05,0.07,,,,,,-0.04,0.165,0.149,5321.0,145.36,147.76,,,,,
Kepler-1091,kepler-1091,1.01,0.08,0.12,1.03,0.13,0.25,,,,,,0.0,0.179,0.134,5851.0,232.4,286.31,,,,,
Kepler-1092,kepler-1092,0.99,0.07,0.09,1.0,0.1,0.18,,,,,,-0.09,0.195,0.164,5862.0,156.05,195.01,,,,,
Kepler-1093,kepler-1093,1.13,0.09,0.14,1.2,0.15,0.38,,,,,,-0.01,0.203,0.132,6166.0,138.45,147.64,,,,,
Kepler-1094,kepler-1094,1.14,0.09,0.16,1.21,0.17,0.46,,,,,,0.06,0.148,0.135,6112.0,187.65,127.39,,,,,
Kepler-1095,kepler-1095,0.94,0.07,0.07,0.92,0.09,0.14,,,,,,-0.09,0.195,0.158,5658.0,136.1,206.29,,,,,
Kepler-1096,kepler-1096,0.66,0.03,0.03,0.63,0.03,0.02,,,,,,-0.1,0.098,0.132,4306.0,39.79,53.07,,,,,
Kepler-1097,kepler-1097,0.82,0.06,0.04,0.79,0.05,0.05,,,,,,-0.11,0.176,0.17,5211.0,86.77,77.13,,,,,
Kepler-1098,kepler-1098,0.99,0.07,0.1,0.99,0.11,0.18,,,,,,-0.02,0.173,0.141,5794.0,216.42,204.81,,,,,
Kepler-1099,kepler-1099,1.01,0.06,0.05,1.0,0.08,0.14,,,,,,-0.02,0.177,0.143,5837.0,82.61,92.89,,,,,
Kepler-11,kepler-11,0.95,0.1,0.1,1.1,0.1,0.1,8.0,2.0,2.0,2.0,2.0,0.0,0.1,0.1,5680.0,100.0,100.0,,13.7,,,
Kepler-110,kepler-110,,,,1.15,0.23,0.23,,,,,,-0.151,,,5960.0,153.0,153.0,,,,,
Kepler-1100,kepler-1100,1.21,0.11,0.2,1.34,0.22,0.63,,,,,,0.05,0.144,0.135,6247.0,164.45,128.56,,,,,
Kepler-1101,kepler-1101,0.94,0.06,0.06,0.91,0.07,0.13,,,,,,-0.04,0.178,0.15,5614.0,168.73,130.34,,,,,
Kepler-1102,kepler-1102,0.96,0.07,0.05,0.94,0.07,0.14,,,,,,-0.08,0.204,0.162,5724.0,71.34,76.5,,,,,
Kepler-1103,kepler-1103,1.11,0.08,0.1,1.15,0.13,0.31,,,,,,-0.01,0.183,0.136,6092.0,106.64,106.14,,,,,
Kepler-1104,kepler-1104,1.3,0.05,0.06,1.41,0.1,0.15,,,,,,0.13,0.099,0.097,6417.0,84.06,90.52,,,,,
Kepler-1105,kepler-1105,0.71,0.03,0.02,0.68,0.02,0.01,,,,,,0.28,0.109,0.082,4299.0,47.77,41.81,,,,,
Kepler-1106,kepler-1106,1.11,0.09,0.14,1.17,0.16,0.34,,,,,,0.0,0.171,0.125,6104.0,185.27,152.44,,,,,
Kepler-1107,kepler-1107,0.86,0.05,0.04,0.82,0.04,0.06,,,,,,0.01,0.162,0.148,5268.0,126.81,104.99,,,,,
Kepler-1108,kepler-1108,0.88,0.06,0.05,0.84,0.06,0.07,,,,,,-0.09,0.182,0.158,5406.0,105.1,149.3,,,,,
Kepler-1109,kepler-1109,1.05,0.07,0.07,1.06,0.11,0.21,,,,,,0.04,0.147,0.141,5893.0,163.52,111.41,,,,,
Kepler-111,kepler-111,,,,1.16,0.14,0.14,,,,,,0.005,,,5952.0,74.0,74.0,,,,,
Kepler-1110,kepler-1110,0.73,0.05,0.05,0.7,0.05,0.04,,,,,,-0.16,0.188,0.185,4781.0,77.5,88.04,,,,,
Kepler-1111,kepler-1111,1.1,0.09,0.13,1.15,0.15,0.31,,,,,,0.02,0.17,0.136,6077.0,199.7,143.77,,,,,
Kepler-1112,kepler-1112,1.34,0.13,0.21,1.54,0.26,0.65,,,,,,0.04,0.153,0.125,6496.0,147.28,147.03,,,,,
Kepler-1113,kepler-1113,1.12,0.07,0.13,1.17,0.14,0.47,,,,,,0.18,0.157,0.146,5931.0,109.5,80.28,,,,,
Kepler-1114,kepler-1114,0.87,0.04,0.04,0.83,0.03,0.04,,,,,,-0.08,0.119,0.108,5374.0,77.65,87.46,,,,,
Kepler-1115,kepler-1115,1.6,0.1,0.1,1.73,0.2,0.29,,,,,,-0.51,0.121,0.106,8480.0,217.88,295.98,,,,,
Kepler-1116,kepler-1116,0.95,0.06,0.05,0.93,0.08,0.2,,,,,,0.01,0.178,0.139,5641.0,133.14,91.87,,,,,
Kepler-1117,kepler-1117,0.95,0.05,0.04,0.93,0.06,0.13,,,,,,0.03,0.152,0.136,5612.0,101.57,82.98,,,,,
