pl_hostname,pl_hostname,st_mass,st_masserr2,st_masserr1,st_rad,st_raderr2,st_raderr1,st_age,st_ageerr2,st_ageerr1,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,st_metfe,st_metfeerr2,st_metfeerr1,st_teff,st_tefferr2,st_tefferr1,Spectral type,st_optmag,st_optmagerr,st_optmagerr,source (xml)
7 CMa,7 CMa,1.52,0.30,0.30,2.30,0.10,0.10,,,,,,0.210,0.100,0.100,4792.00,100.00,100.00,,3.920,,,
11 Com,11 Com,2.70,0.30,0.30,19.00,2.00,2.00,,,,,,-0.350,0.090,0.090,4742.00,100.00,100.00,,4.740,,,
11 UMi,11 UMi,1.80,0.25,0.25,24.08,1.84,1.84,1.560,0.540,0.540,,,0.040,0.040,0.040,4340.00,70.00,70.00,,5.016,0.009,0.009,
14 And,14 And,2.20,0.20,0.10,11.00,1.00,1.00,,,,,,-0.240,0.030,0.030,4813.00,20.00,20.00,,,,,
14 Her,14 Her,0.90,0.05,0.05,,,,,,,,,0.430,0.080,0.080,5311.00,87.00,87.00,,6.610,0.020,0.020,
16 Cyg B,16 Cyg B,0.99,,,,,,,,,,,0.038,,,5674.00,,,,6.250,,,
18 Del,18 Del,2.30,,,8.50,,,,,,,,-0.052,0.023,0.023,4979.00,18.00,18.00,,,,,
24 Sex,24 Sex,1.54,0.08,0.08,4.90,0.08,0.08,2.700,0.400,0.400,,,-0.030,0.040,0.040,5098.00,44.00,44.00,,6.441,0.010,0.010,
42 Dra,42 Dra,0.98,0.05,0.05,22.03,1.00,1.00,9.490,1.760,1.760,,,-0.460,0.050,0.050,4200.00,70.00,70.00,,4.820,,,
47 UMa,47 UMa,1.03,0.05,0.05,1.23,,,7.300,1.900,1.900,,,0.000,0.070,0.070,5892.00,70.00,70.00,,5.050,,,
55 Cnc,55 Cnc,0.91,0.01,0.01,0.94,0.01,0.01,10.200,2.500,2.500,,,0.310,0.040,0.040,5196.00,24.00,24.00,,5.960,0.010,0.010,
61 Vir,61 Vir,0.94,0.03,0.03,0.96,0.01,0.01,8.960,3.080,2.760,,,-0.010,,,5577.00,33.00,33.00,,4.740,,,
70 Vir,70 Vir,1.09,0.02,0.02,1.94,0.05,0.05,7.770,0.510,0.510,,,-0.090,0.030,0.030,5439.00,44.00,44.00,,4.980,,,
81 Cet,81 Cet,2.40,0.40,0.10,11.00,1.00,2.00,,,,,,-0.060,0.030,0.030,4785.00,25.00,25.00,,5.650,,,
91 Aqr,91 Aqr,1.40,0.10,0.10,11.00,0.10,0.10,3.560,0.630,0.630,,,-0.030,0.100,0.100,4665.00,18.00,18.00,,4.250,,,
DH Tau,DH Tau,0.33,,,0.27,0.07,0.07,0.001,,,,,,,,,,,,,,,
DP Leo,DP Leo,0.69,,,,,,,,,,,,,,,,,,,,,
GU Psc,GU Psc,0.33,0.03,0.03,,,,0.100,0.030,0.030,,,0.100,0.130,0.130,,,,,13.550,,,
HN Peg,HN Peg,,,,,,,,,,,,,,,,,,,5.950,0.020,0.020,
NN Ser,NN Ser,0.54,,,,,,,,,,,,,,57000.00,,,,,,,
NY Vir,NY Vir,,,,,,,,,,,,,,,,,,,,,,
RR Cae,RR Cae,0.44,,,,,,,,,,,,,,,,,,,,,
UZ For,UZ For,0.70,,,,,,,,,,,,,,,,,,,,,
alf Ari,alf Ari,1.50,,0.20,13.90,,0.30,,,,,,,,,4553.00,,15.00,,2.000,,,
bet Cnc,bet Cnc,1.70,0.10,0.10,47.20,1.30,1.30,1.850,0.340,0.340,,,-0.290,0.060,0.060,4092.10,17.50,17.50,,3.530,,,
bet Pic,bet Pic,1.76,0.17,0.18,,,,,,,,,,,,,,,,3.850,,,
eps Eri,eps Eri,0.83,0.05,0.05,,,,0.800,,,,,-0.130,0.040,0.040,,,,,3.820,0.010,0.010,
eps CrB,eps CrB,1.70,0.10,0.10,21.00,,,1.740,0.370,0.370,,,-0.094,0.001,0.001,4406.00,15.00,15.00,,4.150,,,
gam 1 Leo,gam 1 Leo,1.23,,0.21,31.88,,1.61,,,,,,,,,4330.00,,15.00,,1.980,,,
gam Cep,gam Cep,1.40,0.12,0.12,4.90,,,,,,,,,,,,,,,3.210,0.010,0.010,
kap And,kap And,2.60,0.20,0.20,,,,0.030,0.010,0.120,,,-0.360,0.090,0.090,10900.00,300.00,300.00,,4.140,,,
mu Leo,mu Leo,1.50,0.10,0.10,11.40,0.20,0.20,3.350,0.700,0.700,,,0.360,0.050,0.050,4538.20,27.50,27.50,,3.880,,,
nu Oph,nu Oph,3.04,,0.06,15.10,,1.10,,,,,,,,,4928.00,,25.00,,3.340,,,
ome Ser,ome Ser,2.17,0.29,0.21,12.30,0.82,0.88,,,,,,-0.240,0.020,0.020,4770.00,10.00,10.00,,5.230,,,
omi UMa,omi UMa,3.09,,0.07,14.10,,1.00,,,,,,,,,5242.00,,10.00,,3.360,,,
tau Gem,tau Gem,2.30,0.30,0.30,26.80,0.70,0.70,1.220,0.760,0.760,,,0.140,0.100,0.100,4388.00,25.00,25.00,,4.420,,,
ups And,ups And,1.30,,,1.56,,,5.000,,,,,,,,,,,,4.100,,,
xi Aql,xi Aql,2.20,,,12.00,,,,,,,,-0.205,0.039,0.039,4780.00,30.00,30.00,,,,,
Fomalhaut,Fomalhaut,2.00,,,,,,0.200,0.100,0.100,,,,,,,,,,1.160,,,
1RXS J160929.1-210524,1RXS J160929.1-210524,0.85,0.10,0.20,,,,0.005,,,,,,,,4060.00,200.00,300.00,,,,,
2MASS J01225093-2439505,2MASS J01225093-2439505,0.40,0.05,0.05,,,,0.120,0.010,0.010,,,,,,3530.00,50.00,50.00,,14.240,0.070,0.070,
2MASS J02192210-3925225,2MASS J02192210-3925225,0.11,0.01,0.01,0.28,0.01,0.01,0.035,0.005,0.005,,,,,,3064.00,76.00,76.00,,,,,
2MASS J12073346-3932539,2MASS J12073346-3932539,0.02,,,,,,0.008,0.003,0.004,,,,,,,,,,20.150,0.190,0.190,
2MASS J21402931+1625183 A,2MASS J21402931+1625183 A,0.08,0.06,0.06,0.12,0.04,0.05,,,,,,,,,2300.00,80.00,80.00,,,,,
BD-17 63,BD-17 63,0.74,0.03,0.03,0.69,,,4.300,4.000,4.000,,,-0.030,0.060,0.060,4714.00,93.00,93.00,,9.566,0.024,0.024,
BD-13 2130,BD-13 2130,2.40,0.20,0.20,,,,0.740,0.200,0.200,,,,,,,,,,9.450,,,
BD-11 4672,BD-11 4672,0.57,0.01,0.01,0.52,0.02,0.02,4.400,4.000,4.000,,,-0.480,0.050,0.050,4475.00,100.00,100.00,,9.990,,,
BD-08 2823,BD-08 2823,0.74,0.07,0.07,,,,4.500,4.000,4.000,,,-0.070,0.030,0.030,4746.00,63.00,63.00,,9.880,0.043,0.043,
BD-06 1339,BD-06 1339,0.70,,,,,,4.400,4.000,4.000,,,-0.140,0.170,0.170,4324.00,100.00,100.00,,9.700,0.009,0.009,
BD+14 4559,BD+14 4559,0.86,0.15,0.15,0.95,0.20,0.20,,,,,,0.100,0.070,0.070,5008.00,20.00,20.00,,9.630,0.012,0.012,
BD+15 2940,BD+15 2940,1.10,0.20,0.20,14.70,2.80,2.80,7.100,4.200,4.200,,,0.280,0.070,0.070,4796.00,117.00,117.00,,9.046,0.021,0.021,
BD+20 274,BD+20 274,0.80,0.20,0.20,17.30,0.90,0.90,,,,,,-0.460,0.070,0.070,4296.00,10.00,10.00,,9.360,,,
BD+20 2457,BD+20 2457,2.80,1.50,1.50,49.00,26.00,26.00,,,,,,-1.000,0.070,0.070,4137.00,10.00,10.00,,9.750,,,
HD 164595,HD 164595,0.99,0.03,0.03,,,,,,,,,-0.040,0.080,0.080,5790.00,40.00,40.00,,7.100,,,
HAT-P-57,HAT-P-57,1.47,0.12,0.12,1.50,0.05,0.05,1.000,0.510,0.670,,,-0.250,0.250,0.250,7500.00,250.00,250.00,,10.465,0.029,0.029,
HAT-P-50,HAT-P-50,1.27,0.12,0.05,1.70,0.07,0.07,3.370,0.270,1.440,,,-0.180,0.080,0.080,6280.00,49.00,49.00,,11.762,0.030,0.030,
HAT-P-51,HAT-P-51,0.98,0.03,0.03,1.04,0.03,0.04,8.200,1.700,1.700,,,0.270,0.080,0.080,5449.00,50.00,50.00,,13.440,0.040,0.040,
HAT-P-52,HAT-P-52,0.89,0.03,0.03,0.89,0.05,0.05,9.400,4.100,4.100,,,0.280,0.080,0.080,5131.00,50.00,50.00,,14.068,0.020,0.020,
HAT-P-53,HAT-P-53,1.09,0.04,0.04,1.21,0.06,0.08,4.670,0.830,1.450,,,0.000,0.080,0.080,5956.00,50.00,50.00,,13.730,0.180,0.180,
HD 1461,HD 1461,1.02,,,,,,,,,,,0.190,0.010,0.010,5765.00,18.00,18.00,,6.470,,,
HD 204313,HD 204313,1.02,,,,,,,,,,,0.180,0.020,0.020,5776.00,22.00,22.00,,7.990,,,
KIC 3558849,KIC 3558849,0.98,0.11,0.11,1.01,0.11,0.11,,,,,,-0.420,0.300,0.280,6175.00,194.00,168.00,,14.218,,,
KIC 5951458,KIC 5951458,0.98,0.21,0.21,1.52,0.82,0.82,,,,,,-0.500,0.300,0.300,6258.00,183.00,170.00,,12.713,,,
KIC 8540376,KIC 8540376,1.04,0.20,0.20,1.26,0.56,0.56,,,,,,-0.160,0.320,0.230,6474.00,267.00,178.00,,14.294,,,
KIC 9663113,KIC 9663113,0.98,0.13,0.13,1.03,0.12,0.12,,,,,,-0.280,0.300,0.280,6065.00,180.00,155.00,,13.955,,,
KIC 10525077,KIC 10525077,1.01,0.12,0.12,1.01,0.10,0.10,,,,,,-0.040,0.300,0.220,6091.00,213.00,164.00,,15.355,,,
KIC 5437945,KIC 5437945,1.07,0.17,0.17,1.24,0.29,0.29,,,,,,-0.380,0.300,0.280,6340.00,199.00,176.00,,13.771,,,
K2-25,K2-25,0.29,0.02,0.02,0.29,0.02,0.02,,,,,,0.150,0.030,0.030,3180.00,60.00,60.00,,15.881,0.030,0.030,
HD 32963,HD 32963,0.94,,,,,,4.990,3.550,6.710,,,0.110,0.050,0.050,5727.00,32.00,32.00,,7.600,,,
TYC 3667-1280-1,TYC 3667-1280-1,1.87,0.17,0.17,6.26,0.86,0.86,1.350,0.280,0.350,,,-0.080,0.050,0.050,5130.00,24.00,24.00,,9.860,0.020,0.020,
Kepler-818,Kepler-818,0.94,0.06,0.07,0.92,0.08,0.14,3.980,2.350,4.510,,,-0.080,0.181,0.149,5638.00,110.99,214.12,,15.062,,,
Kepler-819,Kepler-819,0.86,0.05,0.05,0.81,0.05,0.06,4.470,2.730,5.740,,,-0.060,0.161,0.149,5279.00,111.92,165.30,,15.030,,,
Kepler-820,Kepler-820,1.23,0.10,0.19,1.36,0.20,0.59,2.630,0.930,0.845,,,0.090,0.140,0.132,6260.00,147.98,106.61,,13.968,,,
Kepler-821,Kepler-821,0.84,0.05,0.04,0.80,0.04,0.05,4.790,2.940,6.130,,,-0.030,0.160,0.155,5191.00,100.75,130.91,,14.829,,,
Kepler-822,Kepler-822,1.06,0.08,0.09,1.08,0.13,0.25,3.550,1.830,2.270,,,0.040,0.147,0.137,5928.00,183.56,139.36,,14.609,,,
Kepler-823,Kepler-823,0.98,0.05,0.05,0.96,0.08,0.18,4.470,2.760,4.000,,,0.060,0.144,0.143,5643.00,122.13,122.30,,14.801,,,
Kepler-824,Kepler-824,1.15,0.08,0.14,1.22,0.15,0.46,3.310,1.510,1.310,,,0.140,0.141,0.152,6035.00,120.47,85.61,,14.946,,,
Kepler-825,Kepler-825,1.03,0.08,0.12,1.08,0.15,0.28,3.550,1.750,2.810,,,-0.080,0.194,0.153,5976.00,202.44,247.56,,14.207,,,
Kepler-826,Kepler-826,1.05,0.06,0.07,1.15,0.13,0.18,4.370,1.950,1.550,,,-0.120,0.129,0.121,6079.00,96.47,90.49,,13.446,,,
Kepler-827,Kepler-827,0.93,0.06,0.07,0.91,0.07,0.11,4.370,2.620,4.800,,,-0.060,0.181,0.151,5602.00,142.49,179.40,,15.897,,,
Kepler-828,Kepler-828,0.81,0.04,0.04,0.77,0.04,0.04,4.570,2.740,6.370,,,-0.020,0.175,0.164,5039.00,59.50,50.73,,15.055,,,
Kepler-829,Kepler-829,0.98,0.06,0.05,0.97,0.08,0.20,4.680,2.880,4.130,,,0.030,0.165,0.132,5698.00,120.29,92.85,,14.931,,,
Kepler-830,Kepler-830,1.07,0.09,0.12,1.11,0.14,0.31,3.470,1.600,1.890,,,-0.020,0.178,0.139,6037.00,209.50,155.85,,14.788,,,
Kepler-831,Kepler-831,0.99,0.04,0.04,0.97,0.05,0.07,4.170,2.200,2.700,,,0.020,0.098,0.094,5732.00,59.69,74.53,,13.687,,,
Kepler-832,Kepler-832,0.92,0.06,0.06,0.90,0.07,0.14,4.370,2.700,5.120,,,-0.080,0.185,0.163,5596.00,133.14,181.65,,15.906,,,
Kepler-833,Kepler-833,0.64,0.03,0.03,0.62,0.02,0.02,3.720,2.100,5.260,,,-0.180,0.104,0.097,4339.00,37.41,39.28,,15.473,,,
Kepler-834,Kepler-834,0.70,0.03,0.03,0.66,0.03,0.03,2.690,1.310,4.760,,,-0.130,0.099,0.118,4554.00,45.20,50.38,,15.931,,,
Kepler-835,Kepler-835,1.08,0.05,0.07,1.11,0.10,0.21,3.630,1.980,1.790,,,0.080,0.143,0.142,5954.00,70.98,71.86,,15.965,,,
Kepler-836,Kepler-836,1.03,0.07,0.06,1.04,0.10,0.24,4.270,2.400,2.300,,,-0.010,0.183,0.136,5895.00,83.11,74.32,,14.630,,,
Kepler-837,Kepler-837,0.85,0.06,0.05,0.81,0.07,0.07,3.980,2.420,6.070,,,-0.180,0.204,0.162,5403.00,58.52,58.96,,15.198,,,
Kepler-838,Kepler-838,0.98,0.06,0.05,0.96,0.08,0.13,4.170,2.440,3.400,,,-0.060,0.191,0.152,5770.00,66.67,68.34,,15.300,,,
Kepler-839,Kepler-839,1.22,0.05,0.06,1.31,0.12,0.21,2.820,1.180,0.914,,,0.290,0.069,0.068,6058.00,77.96,87.66,,13.601,,,
Kepler-840,Kepler-840,1.04,0.07,0.07,1.06,0.12,0.24,3.890,2.180,2.490,,,0.000,0.176,0.136,5920.00,159.58,113.64,,14.152,,,
Kepler-841,Kepler-841,0.85,0.05,0.04,0.81,0.06,0.06,4.470,2.790,5.910,,,-0.090,0.186,0.170,5324.00,58.03,58.08,,15.740,,,
Kepler-842,Kepler-842,0.78,0.04,0.04,0.73,0.04,0.03,4.370,2.540,6.370,,,-0.020,0.165,0.155,4848.00,65.37,60.94,,15.127,,,
Kepler-843,Kepler-843,1.02,0.06,0.06,1.03,0.10,0.24,4.170,2.410,2.940,,,0.050,0.162,0.131,5830.00,143.16,106.99,,15.269,,,
Kepler-844,Kepler-844,0.59,0.04,0.03,0.57,0.03,0.03,3.800,2.100,4.890,,,-0.240,0.142,0.120,4128.00,46.95,46.09,,15.840,,,
Kepler-845,Kepler-845,0.79,0.04,0.03,0.75,0.03,0.03,4.790,2.920,5.860,,,0.010,0.159,0.146,4913.00,57.47,57.49,,14.631,,,
Kepler-846,Kepler-846,0.94,0.05,0.04,0.91,0.06,0.11,4.370,2.670,5.160,,,0.000,0.159,0.136,5579.00,74.32,69.45,,15.650,,,
Kepler-847,Kepler-847,0.83,0.04,0.03,0.77,0.03,0.03,3.890,2.250,6.270,,,0.150,0.160,0.148,4940.00,54.72,51.58,,14.782,,,
Kepler-848,Kepler-848,1.01,0.04,0.04,1.20,0.17,0.18,8.320,2.860,1.700,,,0.150,0.084,0.079,5695.00,79.05,70.35,,14.056,,,
Kepler-849,Kepler-849,1.23,0.09,0.15,1.64,0.31,0.34,3.980,0.800,1.000,,,0.120,0.079,0.102,6059.00,66.22,81.18,,12.849,,,
Kepler-1401,Kepler-1401,1.07,0.06,0.07,1.10,0.12,0.23,3.550,1.830,2.090,,,0.040,0.158,0.144,5964.00,124.67,104.96,,14.982,,,
Kepler-1402,Kepler-1402,0.90,0.04,0.04,0.87,0.05,0.08,4.570,2.840,6.190,,,0.030,0.153,0.142,5416.00,74.47,64.99,,14.621,,,
Kepler-1403,Kepler-1403,1.11,0.07,0.10,1.15,0.13,0.29,3.310,1.550,1.630,,,0.030,0.163,0.137,6060.00,145.90,144.25,,15.598,,,
Kepler-1404,Kepler-1404,0.84,0.05,0.05,0.80,0.05,0.05,4.570,2.820,6.290,,,-0.090,0.187,0.161,5261.00,104.59,99.17,,15.688,,,
Kepler-1405,Kepler-1405,1.05,0.08,0.08,1.07,0.12,0.23,3.630,1.940,2.370,,,0.030,0.146,0.139,5925.00,211.16,156.83,,15.873,,,
Kepler-1406,Kepler-1406,1.05,0.04,0.04,1.12,0.11,0.18,5.010,2.680,1.690,,,0.040,0.083,0.095,5892.00,55.69,61.02,,13.256,,,
Kepler-1407,Kepler-1407,1.10,0.08,0.10,1.15,0.14,0.27,3.240,1.520,1.800,,,0.050,0.142,0.142,6010.00,154.68,158.66,,14.935,,,
Kepler-1408,Kepler-1408,1.21,0.10,1.00,1.35,0.23,104.53,2.570,1.320,1.110,,,0.000,0.219,0.147,6170.00,2360.24,99.15,,12.003,,,
Kepler-1409,Kepler-1409,0.83,0.04,0.04,0.79,0.04,0.04,4.790,2.950,5.980,,,-0.030,0.155,0.147,5160.00,73.84,76.61,,15.168,,,
Kepler-1410,Kepler-1410,0.63,0.04,0.04,0.60,0.04,0.03,4.070,2.350,6.040,,,0.010,0.152,0.152,4092.00,77.85,100.24,,15.757,,,
Kepler-1411,Kepler-1411,0.95,0.06,0.05,0.92,0.07,0.13,4.170,2.500,4.620,,,-0.040,0.199,0.144,5664.00,68.48,67.78,,15.831,,,
Kepler-1412,Kepler-1412,1.06,0.04,0.05,1.27,0.18,0.23,6.310,1.860,1.300,,,0.040,0.089,0.086,5880.00,68.91,80.65,,13.219,,,
Kepler-1413,Kepler-1413,0.84,0.05,0.04,0.80,0.05,0.05,4.680,2.880,6.210,,,-0.050,0.170,0.167,5196.00,117.21,117.54,,16.239,,,
Kepler-1414,Kepler-1414,0.80,0.04,0.04,0.75,0.04,0.03,4.680,2.800,5.920,,,-0.020,0.166,0.154,4951.00,76.49,74.11,,14.897,,,
Kepler-1415,Kepler-1415,0.89,0.04,0.04,0.84,0.04,0.06,4.170,2.520,6.420,,,0.120,0.148,0.145,5267.00,59.06,55.51,,15.744,,,
Kepler-1416,Kepler-1416,1.09,0.11,0.20,1.15,0.18,0.43,2.950,1.230,2.620,,,0.030,0.155,0.132,6019.00,283.99,321.69,,14.220,,,
Kepler-1417,Kepler-1417,1.02,0.06,0.06,1.02,0.09,0.20,4.070,2.300,2.720,,,0.020,0.162,0.154,5839.00,137.75,93.84,,13.914,,,
Kepler-1418,Kepler-1418,0.77,0.04,0.03,0.72,0.03,0.02,3.630,1.950,5.940,,,0.000,0.167,0.150,4770.00,63.35,59.97,,15.037,,,
Kepler-1419,Kepler-1419,1.01,0.07,0.06,1.01,0.10,0.23,4.370,2.560,3.100,,,0.040,0.170,0.139,5796.00,157.22,113.94,,15.761,,,
Kepler-1420,Kepler-1420,0.82,0.06,0.06,0.79,0.06,0.07,4.900,3.100,5.790,,,-0.100,0.194,0.167,5187.00,171.94,207.12,,15.883,,,
Kepler-1421,Kepler-1421,1.25,0.06,0.09,1.42,0.16,0.29,2.750,0.800,0.460,,,0.050,0.094,0.093,6335.00,69.44,73.18,,12.788,,,
Kepler-1422,Kepler-1422,1.15,0.08,0.09,1.23,0.15,0.24,3.020,1.300,1.180,,,0.000,0.165,0.136,6194.00,121.64,143.17,,15.665,,,
Kepler-1423,Kepler-1423,0.79,0.04,0.04,0.75,0.04,0.03,4.680,2.790,5.870,,,-0.020,0.171,0.144,4939.00,84.66,85.32,,14.553,,,
Kepler-1424,Kepler-1424,1.02,0.04,0.05,1.07,0.09,0.14,5.250,2.700,2.180,,,0.010,0.090,0.085,5838.00,90.41,94.69,,13.619,,,
Kepler-1425,Kepler-1425,0.97,0.07,0.07,0.95,0.09,0.16,4.070,2.390,4.380,,,-0.030,0.181,0.142,5718.00,173.56,170.34,,13.572,,,
Kepler-1426,Kepler-1426,1.02,0.06,0.06,1.02,0.09,0.21,4.070,2.270,2.890,,,0.030,0.167,0.139,5831.00,107.42,81.81,,15.192,,,
Kepler-1427,Kepler-1427,1.01,0.07,0.07,1.01,0.10,0.20,4.070,2.380,3.150,,,0.060,0.157,0.139,5793.00,179.64,120.55,,15.415,,,
WASP-76,WASP-76,1.46,0.07,0.07,1.73,0.04,0.04,5.300,2.900,6.100,,,0.230,0.100,0.100,6250.00,100.00,100.00,,9.500,,,
WASP-90,WASP-90,1.55,0.10,0.10,1.98,0.09,0.09,4.400,2.400,8.400,,,0.110,0.140,0.140,6430.00,130.00,130.00,,11.700,,,
Kepler-954,Kepler-954,0.82,0.03,0.02,0.76,0.02,0.02,3.390,1.660,2.880,,,0.020,0.101,0.105,4990.00,69.80,61.28,,12.971,,,
Kepler-955,Kepler-955,0.89,0.04,0.04,0.84,0.04,0.07,4.370,2.690,6.250,,,0.020,0.163,0.149,5350.00,89.94,73.41,,14.625,,,
Kepler-1118,Kepler-1118,0.96,0.08,0.11,0.97,0.11,0.17,4.070,2.330,4.400,,,0.000,0.168,0.138,5688.00,268.88,303.78,,14.940,,,
Kepler-1119,Kepler-1119,1.11,0.11,0.14,1.17,0.18,0.38,3.090,1.400,2.010,,,0.030,0.167,0.134,6083.00,249.75,177.40,,15.060,,,
Kepler-1120,Kepler-1120,0.78,0.04,0.04,0.74,0.04,0.03,4.680,2.760,6.110,,,-0.040,0.163,0.150,4904.00,67.83,70.02,,15.333,,,
Kepler-1121,Kepler-1121,1.29,0.09,0.13,1.59,0.29,0.40,3.020,0.686,0.500,,,0.120,0.086,0.092,6231.00,72.86,90.24,,12.071,,,
Kepler-1122,Kepler-1122,0.92,0.05,0.04,0.89,0.06,0.11,4.680,2.930,5.490,,,-0.030,0.178,0.144,5544.00,72.56,73.22,,15.060,,,
Kepler-1123,Kepler-1123,0.93,0.04,0.04,0.90,0.06,0.13,5.130,3.320,5.800,,,0.050,0.153,0.144,5500.00,90.52,75.39,,14.822,,,
Kepler-1124,Kepler-1124,0.35,0.02,0.02,0.34,0.02,0.02,3.390,1.950,5.260,,,-0.590,0.084,0.074,3658.00,26.65,33.40,,15.959,,,
Kepler-1125,Kepler-1125,0.95,0.07,0.08,0.94,0.09,0.15,4.170,2.490,4.320,,,-0.090,0.190,0.159,5683.00,131.51,241.45,,14.874,,,
Kepler-1126,Kepler-1126,0.92,0.06,0.05,0.93,0.07,0.11,5.500,3.390,3.440,,,-0.260,0.152,0.141,5798.00,55.36,61.16,,14.033,,,
Kepler-1127,Kepler-1127,0.97,0.05,0.04,0.95,0.07,0.15,4.370,2.690,4.320,,,0.040,0.155,0.127,5664.00,137.31,89.83,,15.162,,,
Kepler-1128,Kepler-1128,0.94,0.05,0.04,0.91,0.06,0.13,4.570,2.900,5.520,,,0.040,0.159,0.142,5543.00,144.99,95.27,,15.722,,,
Kepler-1129,Kepler-1129,1.00,0.06,0.06,1.00,0.10,0.17,4.070,2.330,3.040,,,-0.040,0.187,0.147,5831.00,114.35,134.99,,15.280,,,
Kepler-1130,Kepler-1130,0.90,0.02,0.02,0.81,0.01,0.01,1.580,0.369,0.776,,,-0.060,0.081,0.088,5403.00,51.42,53.01,,12.404,,,
Kepler-1131,Kepler-1131,1.03,0.06,0.06,1.04,0.10,0.23,4.170,2.410,2.580,,,0.050,0.174,0.148,5851.00,114.89,83.20,,14.972,,,
Kepler-1132,Kepler-1132,0.87,0.05,0.04,0.83,0.05,0.06,4.570,2.880,6.550,,,-0.010,0.170,0.162,5298.00,56.79,54.24,,15.481,,,
Kepler-1133,Kepler-1133,0.93,0.06,0.05,0.90,0.06,0.10,4.070,2.410,4.800,,,-0.020,0.160,0.138,5569.00,118.09,157.93,,14.816,,,
Kepler-1134,Kepler-1134,0.84,0.05,0.05,0.81,0.06,0.06,4.900,3.130,6.090,,,-0.100,0.179,0.158,5281.00,135.47,169.66,,15.842,,,
Kepler-1135,Kepler-1135,0.96,0.05,0.04,0.94,0.07,0.17,4.470,2.700,4.780,,,0.020,0.165,0.132,5656.00,72.91,66.40,,14.353,,,
Kepler-1136,Kepler-1136,0.72,0.04,0.03,0.68,0.03,0.02,3.240,1.700,6.010,,,0.030,0.171,0.155,4512.00,47.76,46.44,,15.658,,,
Kepler-1137,Kepler-1137,1.50,0.14,0.23,1.84,0.33,0.69,1.580,0.270,0.360,,,0.050,0.157,0.126,6807.00,120.35,117.84,,12.768,,,
Kepler-1138,Kepler-1138,0.95,0.04,0.04,0.92,0.06,0.13,4.370,2.700,5.540,,,0.040,0.153,0.135,5582.00,65.24,62.16,,15.353,,,
Kepler-1139,Kepler-1139,0.94,0.05,0.04,0.91,0.06,0.12,4.470,2.780,5.370,,,0.050,0.152,0.128,5550.00,153.89,105.36,,14.113,,,
Kepler-1140,Kepler-1140,0.76,0.04,0.04,0.73,0.04,0.03,5.010,2.850,5.850,,,-0.080,0.180,0.149,4850.00,47.66,53.07,,15.464,,,
Kepler-1141,Kepler-1141,1.01,0.04,0.03,1.07,0.10,0.15,6.170,3.220,1.890,,,0.040,0.091,0.087,5791.00,65.12,58.41,,12.589,,,
Kepler-1142,Kepler-1142,0.97,0.06,0.05,0.96,0.08,0.24,5.370,3.470,3.920,,,0.020,0.171,0.124,5685.00,132.10,98.59,,14.310,,,
Kepler-1143,Kepler-1143,0.81,0.05,0.05,0.77,0.04,0.05,4.790,2.880,5.710,,,-0.060,0.171,0.150,5053.00,130.21,192.88,,15.195,,,
Kepler-1144,Kepler-1144,0.98,0.06,0.05,0.96,0.07,0.14,3.980,2.270,3.670,,,-0.030,0.178,0.141,5753.00,86.29,91.93,,14.941,,,
Kepler-1145,Kepler-1145,0.79,0.05,0.05,0.75,0.05,0.05,4.790,2.990,6.130,,,-0.130,0.193,0.177,5064.00,117.37,161.02,,15.443,,,
Kepler-1146,Kepler-1146,0.74,0.04,0.03,0.70,0.04,0.02,4.900,2.750,5.870,,,-0.060,0.158,0.143,4692.00,42.25,45.94,,15.848,,,
Kepler-850,Kepler-850,1.06,0.06,0.07,1.09,0.12,0.29,3.890,2.140,2.160,,,0.030,0.164,0.140,5932.00,95.55,89.30,,15.451,,,
Kepler-851,Kepler-851,0.89,0.05,0.04,0.85,0.06,0.08,4.470,2.730,5.860,,,-0.070,0.173,0.156,5455.00,80.92,87.48,,15.135,,,
Kepler-852,Kepler-852,1.19,0.04,0.04,1.16,0.05,0.05,1.480,0.355,0.674,,,0.220,0.068,0.074,6100.00,84.46,85.43,,13.949,,,
Kepler-853,Kepler-853,1.30,0.08,0.14,1.55,0.24,0.44,2.690,0.678,0.360,,,0.070,0.079,0.093,6350.00,55.18,60.54,,12.320,,,
Kepler-854,Kepler-854,1.17,0.09,0.17,1.27,0.17,0.51,3.020,1.230,1.060,,,0.040,0.148,0.130,6179.00,142.15,110.41,,13.480,,,
Kepler-855,Kepler-855,1.03,0.07,0.07,1.03,0.10,0.21,4.170,2.360,2.830,,,0.060,0.158,0.146,5835.00,156.07,99.82,,15.014,,,
Kepler-856,Kepler-856,0.96,0.04,0.04,0.93,0.06,0.12,4.270,2.670,5.300,,,0.120,0.142,0.150,5535.00,84.49,69.55,,15.570,,,
Kepler-857,Kepler-857,0.99,0.07,0.07,0.99,0.10,0.25,4.270,2.500,3.180,,,0.020,0.175,0.125,5773.00,173.80,125.46,,15.061,,,
Kepler-858,Kepler-858,0.96,0.04,0.04,0.91,0.04,0.04,3.390,1.680,2.420,,,-0.040,0.106,0.106,5653.00,61.07,74.35,,12.450,,,
