Primary planet name(from standardize_OEC_planet.csv),pl_name(from standardize_NASA_Catalogue_Data.csv),Lists(from standardize_OEC_planet.csv),Lists(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup](from standardize_OEC_planet.csv),pl_bmassj(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] errorminus(from standardize_OEC_planet.csv),pl_bmassjerr2(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] errorplus(from standardize_OEC_planet.csv),pl_bmassjerr1(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] lowerlimit(from standardize_OEC_planet.csv),pl_bmassjerr2(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] upperlimit(from standardize_OEC_planet.csv),pl_bmassjerr1(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup](from standardize_OEC_planet.csv),pl_radj(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] errorminus(from standardize_OEC_planet.csv),pl_radjerr2(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] errorplus(from standardize_OEC_planet.csv),pl_radjerr1(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] lowerlimit(from standardize_OEC_planet.csv),pl_radjerr2(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] upperlimit(from standardize_OEC_planet.csv),pl_radjerr1(from standardize_NASA_Catalogue_Data.csv),Orbital period [days](from standardize_OEC_planet.csv),pl_orbper(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] errorminus(from standardize_OEC_planet.csv),pl_orbpererr2(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] errorplus(from standardize_OEC_planet.csv),pl_orbpererr1(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] lowerlimit(from standardize_OEC_planet.csv),pl_orbpererr2(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] upperlimit(from standardize_OEC_planet.csv),pl_orbpererr1(from standardize_NASA_Catalogue_Data.csv),Eccentricity(from standardize_OEC_planet.csv),pl_orbeccen(from standardize_NASA_Catalogue_Data.csv),Eccentricity errorminus(from standardize_OEC_planet.csv),pl_orbeccenerr2(from standardize_NASA_Catalogue_Data.csv),Eccentricity errorplus(from standardize_OEC_planet.csv),pl_orbeccenerr1(from standardize_NASA_Catalogue_Data.csv),Eccentricity lowerlimit(from standardize_OEC_planet.csv),pl_orbeccenerr2(from standardize_NASA_Catalogue_Data.csv),Eccentricity upperlimit(from standardize_OEC_planet.csv),pl_orbeccenerr1(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K](from standardize_OEC_planet.csv),pl_eqt(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] errorminus(from standardize_OEC_planet.csv),pl_eqterr2(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] errorplus(from standardize_OEC_planet.csv),pl_eqterr1(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] lowerlimit(from standardize_OEC_planet.csv),pl_eqterr2(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] upperlimit(from standardize_OEC_planet.csv),pl_eqterr1(from standardize_NASA_Catalogue_Data.csv),Discovery method(from standardize_OEC_planet.csv),Discovery method(from standardize_NASA_Catalogue_Data.csv),Discovery year(from standardize_OEC_planet.csv),pl_publ_date(from standardize_NASA_Catalogue_Data.csv),Last updated [yy/mm/dd](from standardize_OEC_planet.csv),Last updated [yy/mm/dd](from standardize_NASA_Catalogue_Data.csv),source (xml)(from standardize_OEC_planet.csv),source (xml)(from standardize_NASA_Catalogue_Data.csv)
HD 5319 c,HD 5319 c,confirmedplanets,,,,,,,,,0.08000,,0.08000,,,,,,,,,,,,,,,,,,8.00000000,,8.00000000,,,,,,,,0.060000,,0.060000,,,,,,,,,,,rv,,2014,2015,14/11/19,,HD 5319.xml,
HD 5608 b,HD 5608 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.70000000,,7.70000000,,,,,,,,0.061000,,0.061000,,,,,,,,,,,rv,,,,15/11/02,,HD 5608.xml,
HD 5891 b,HD 5891 b,confirmedplanets,,,,,0.40000,,0.40000,,0.40000,,0.40000,,,,,,,,,,,,,,0.32000000,,0.32000000,,0.32000000,,0.32000000,,,,0.022000,,0.022000,,0.022000,,0.022000,731.8,,,,,,,,,,rv,,,,11/08/23,,HD 5891.xml,
HD 6434 b,HD 6434 b,confirmedplanets,,,,,,,,,0.01000,,0.01000,,,,,,,,,,,,,,,,,,0.00080000,,0.00080000,,,,,,,,0.025000,,0.025000,,,,,,,,,,,rv,,2000,2004,15/10/16,,HD 6434.xml,
HD 7199 b,HD 7199 b,confirmedplanets,,,,,0.02300,,0.02300,,0.02300,,0.02300,,,,,,,,,,,,,,7.00000000,,7.00000000,,7.00000000,,7.00000000,,,,0.130000,,0.190000,,0.130000,,0.190000,199.1,,,,,,,,,,rv,,,,11/08/02,,HD 7199.xml,
HD 103197 b,HD 103197 b,confirmedplanets,,,,,0.00600,,0.00600,,0.00600,,0.00600,,,,,,,,,,,,,,0.03000000,,0.03000000,,0.03000000,,0.03000000,,,,,,,,,,,409.7,,,,,,,,,,rv,,2009,2011,10/10/06,,HD 103197.xml,
HD 103720 b,HD 103720 b,confirmedplanets,,,,,,,,,0.02500,,0.02500,,,,,,,,,,,,,,,,,,0.00010000,,0.00010000,,,,,,,,0.024000,,0.024000,,,,,,,,,,,rv,,2014,2015,15/11/21,,HD 103720.xml,
HD 104067 b,HD 104067 b,confirmedplanets,,,,,0.01300,,0.01300,,0.01300,,0.01300,,,,,,,,,,,,,,0.04900000,,0.04900000,,0.04900000,,0.04900000,,,,,,,,,,,363.2,,,,,,,,,,rv,,2009,2011,11/07/05,,HD 104067.xml,
HD 104985 b,HD 104985 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08500000,,0.08500000,,,,,,,,0.009000,,0.009000,,,,,,,,,,,rv,,,,15/09/23,,HD 104985.xml,
HD 106270 b,HD 106270 b,confirmedplanets,,,,,0.80000,,0.80000,,0.80000,,0.80000,,,,,,,,,,,,,,390.00000000,,390.00000000,,390.00000000,,390.00000000,,,,0.054000,,0.054000,,0.054000,,0.054000,187.6,,,,,,,,,,rv,,,,12/07/24,,HD 106270.xml,
HD 106515 A b,HD 106515 A b,confirmedplanets,,,,,0.14000,,0.14000,,0.14000,,0.14000,,,,,,,,,,,,,,12.00000000,,12.00000000,,12.00000000,,12.00000000,,,,0.011000,,0.011000,,0.011000,,0.011000,,,,,,,,,,,rv,,2011,2013,12/11/29,,HD 106515 A.xml,
HD 106906 b,HD 106906 b,confirmedplanets,,,,,,,,,2.00000,,2.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,imaging,,2013,2014,13/12/06,,HD 106906.xml,
HD 108147 b,HD 108147 b,confirmedplanets,,,,,0.04000,,0.04000,,0.04000,,0.04000,,,,,,,,,,,,,,0.00450000,,0.00450000,,0.00450000,,0.00450000,,,,0.120000,,0.120000,,0.120000,,0.120000,907.7,,,,,,,,,,rv,,,,09/10/06,,HD 108147.xml,
HD 108341 b,HD 108341 b,confirmedplanets,,,,,,,,,1.20000,,3.40000,,,,,,,,,,,,,,,,,,8.00000000,,6.00000000,,,,,,,,0.080000,,0.090000,,,,,,,,,,,rv,,2014,2015,15/11/21,,HD 108341.xml,
HD 108874 b,HD 108874 b,confirmedplanets,,1.36,1.29000,,0.06000,,0.06000,,0.06000,,0.06000,,,,,,,,,,,395.4,395.80000000,,0.60000000,,0.60000000,,0.60000000,,0.60000000,0.07,0.082000,,0.021000,,0.021000,,0.021000,,0.021000,256.8,,,,,,,,,,rv,,,,10/12/29,,HD 108874.xml,
HD 108874 c,HD 108874 c,confirmedplanets,,1.018,0.99000,,0.06000,,0.06000,,0.06000,,0.06000,,,,,,,,,,,1605.8,1624.00000000,,23.00000000,,23.00000000,,23.00000000,,23.00000000,0.25,0.239000,,0.031000,,0.031000,,0.031000,,0.031000,160.2,,,,,,,,,,rv,,,,10/12/29,,HD 108874.xml,
HD 109246 b,HD 109246 b,confirmedplanets,,,,,0.09000,,0.09000,,0.09000,,0.09000,,,,,,,,,,,,,,0.13000000,,0.13000000,,0.13000000,,0.13000000,,,,0.040000,,0.040000,,0.040000,,0.040000,452.6,,,,,,,,,,rv,,,,10/06/28,,HD 109246.xml,
HD 109271 c,HD 109271 c,confirmedplanets,,,,,0.00700,,0.00700,,0.00700,,0.00700,,,,,,,,,,,,,,0.02000000,,0.02000000,,0.02000000,,0.02000000,,,,0.090000,,0.090000,,0.090000,,0.090000,684.9,,,,,,,,,,rv,,,,13/01/14,,HD 109271.xml,
HD 109749 A b,HD 109749 b,confirmedplanets|planetsinbinarysystems|s-type,,,,,0.01600,,0.01600,,0.01600,,0.01600,,,,,,,,,,,,,,0.00200000,,0.00200000,,0.00200000,,0.00200000,,,,0.010000,,0.010000,,0.010000,,0.010000,1161.9,,,,,,,,,,rv,,2005,2006,10/12/23,,HD 109749.xml,
HD 111232 b,HD 111232 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,14.00000000,,14.00000000,,14.00000000,,14.00000000,,,,0.010000,,0.010000,,0.010000,,0.010000,163.3,,,,,,,,,,rv,,,,10/12/29,,HD 111232.xml,
HD 113538 b,HD 113538 b,confirmedplanets,,,,,,,,,0.04000,,0.04000,,,,,,,,,,,,,,,7.4,8.40000000,,7.40000000,,8.40000000,,,,,,,,0.080000,,0.080000,,,,,,,,,,,rv,,2010,2011,15/11/21,,HD 113538.xml,
HD 113538 c,HD 113538 c,confirmedplanets,,,,,,,,,0.06000,,0.06000,,,,,,,,,,,,,,,,,,22.00000000,,25.00000000,,,,,,,,0.040000,,0.040000,,,,,,,,,,,rv,,2010,2011,15/11/21,,HD 113538.xml,
HD 114386 b,HD 114386 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,937,937.70000000,,,,,,15.60000000,,15.60000000,,,,,,,,0.030000,,0.030000,182.8,,,,,,,,,,rv,,2003,2004,14/03/05,,HD 114386.xml,
HD 114762 b,HD 114762 b,confirmedplanets|planetsinbinarysystems|s-type,,,,,0.09000,,0.09000,,0.09000,,0.09000,,1.110,,,,,,,,,,,,0.00300000,,0.00300000,,0.00300000,,0.00300000,,,,0.004800,,0.004800,,0.004800,,0.004800,486.8,,,,,,,,,,rv,,1992,1989,11/06/09,,HD 114762.xml,
HD 114729 A b,HD 114729 b,confirmedplanets|planetsinbinarysystems|s-type,,0.84,0.95000,,0.10000,,0.10000,,0.10000,,0.10000,,,,,,,,,,,1135,1114.00000000,,15.00000000,,15.00000000,,15.00000000,,15.00000000,0.32,0.167000,,0.055000,,0.055000,,0.055000,,0.055000,,,,,,,,,,,rv,,2002,2003,12/12/08,,HD 114729.xml,
HD 116029 b,HD 116029 b,confirmedplanets,,,,,0.20000,,0.20000,,0.20000,,0.20000,,,,,,,,,,,670.2,670.00000000,,11.00000000,,11.00000000,,11.00000000,,11.00000000,0,0.054000,,,,,,,,,355.0,,,,,,,,,,rv,,,,12/07/24,,HD 116029.xml,
HD 117207 b,HD 117207 b,confirmedplanets,,2.06,1.88000,,0.17000,,0.17000,,0.17000,,0.17000,,,,,,,,,,,2627.08,2597.00000000,,41.00000000,,41.00000000,,41.00000000,,41.00000000,0.16,0.144000,,0.035000,,0.035000,,0.035000,,0.035000,128.4,,,,,,,,,,rv,,2004,2005,10/12/31,,HD 117207.xml,
HD 120084 b,HD 120084 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,35.00000000,,24.00000000,,35.00000000,,24.00000000,,,,0.100000,,0.140000,,0.100000,,0.140000,,,,,,,,,,,rv,,,,13/04/17,,HD 120084.xml,
HD 121504 b,HD 121504 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,0.03000000,,0.03000000,,0.03000000,,0.03000000,,,,0.010000,,0.010000,,0.010000,,0.010000,502.8,,,,,,,,,,rv,,2003,2004,09/10/06,,HD 121504.xml,
HD 125612 b,HD 125612 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,502,559.40000000,,1.30000000,,1.30000000,,1.30000000,,1.30000000,,,,0.010000,,0.010000,,0.010000,,0.010000,224.5,,,,,,,,,,rv,,,,10/12/06,,HD 125612.xml,
Kepler-20 b,Kepler-20 b,confirmedplanets,,,,,0.00700,,0.00700,,0.00700,,0.00700,,,,0.019,,0.011,,0.019,,0.011,,,,0.00000640,,0.00000430,,0.00000640,,0.00000430,,0.320000,,,,,,,,,1092.1,1014,,,,,,,,,transit,,2011,2012,11/12/21,,Kepler-20.xml,
Kepler-20 c,Kepler-20 c,confirmedplanets,,,,,0.01200,,0.01000,,0.01200,,0.01000,0.27,0.274,,0.028,,0.018,,0.028,,0.018,,,,0.00001300,,0.00001300,,0.00001300,,0.00001300,,0.400000,,,,,,,,,759.9,713,,,,,,,,,transit,,2011,2012,11/12/21,,Kepler-20.xml,
Kepler-20 d,Kepler-20 d,confirmedplanets,,0.06,0.06300,,,,,,,,,0.25,0.245,,0.027,,0.015,,0.027,,0.015,77.61185,77.61184000,,0.00037000,,0.00015000,,0.00037000,,0.00015000,,0.600000,,,,,,,,,388.6,369,,,,,,,,,transit,,2011,2012,11/12/21,,Kepler-20.xml,
Kepler-20 f,Kepler-20 f,confirmedplanets,,,0.04500,,,,,,,,,0.093,0.092,,0.012,,0.009,,0.012,,0.009,,,,0.00052000,,0.00052000,,0.00052000,,0.00052000,,0.320000,,,,,,,,,706.0,705,,16,,16,,16,,16,transit,,2011,2012,11/12/21,,Kepler-20.xml,
Kepler-21 b,Kepler-21 b,confirmedplanets|planetsinbinarysystems|s-type,,,0.01598,,0.00541,,0.00541,,0.00541,0.0327,0.00541,0.1456,0.146,0.0038,0.001,0.0034,0.002,,0.001,,0.002,2.785755,2.78578000,0.000034,0.00003000,0.000031,0.00003000,,0.00003000,,0.00003000,,0.020000,,0.100000,,0.100000,,0.100000,,0.100000,,2025,,20,,20,,20,,20,transit,,2011,2012,16/01/22,,Kepler-21.xml,
Kepler-22 b,Kepler-22 b,confirmedplanets,,,0.11300,,,,,,,,,0.21689,0.212,,0.012,,0.012,,0.012,,0.012,290,289.86230000,,0.00200000,,0.00160000,,0.00200000,,0.00160000,,0.000000,,,,,,,,,249.6,262,,,,,,,,,transit,,2011,2012,11/12/05,,Kepler-22.xml,
Kepler-23 b,Kepler-23 b,confirmedplanets,,,0.80000,,,,,,,,,0.15401,0.170,0.01458,,0.01458,,,,,,7.107163,7.10730000,0.000075,,0.000075,,,,,,0.06,,0.06,,0.26,,,,,,,,,,,,,,,,transit,,2014,2012,15/06/09,,Kepler-23.xml,
Kepler-23 d,Kepler-23 d,confirmedplanets,,,,,,,,,,,,0.20049,0.196,0.00820,0.008,0.00820,0.008,,0.008,,0.008,,,,,,,,0.00010400,,0.00010400,0.08,,0.08,,0.24,,,,,,,,,,,,,,,,transit,,,,15/06/09,,Kepler-23.xml,
Kepler-24 b,Kepler-24 b,confirmedplanets,,,1.60000,,,,,,,,,0.31258,0.214,0.07746,,0.07746,,,,,,8.145207,8.14530000,.000059,,0.000059,,,,,,,,,,,,,,,,,,,,,,,,,,transit,,2014,2012,14/02/26,,Kepler-24.xml,
Kepler-24 c,Kepler-24 c,confirmedplanets,,,1.60000,,,,,,,,,0.36179,0.250,0.02461,,0.48026,,,,,,12.333360,12.33350000,.000119,,0.000119,,,,,,,,,,,,,,,,,,,,,,,,,,transit,,2014,2012,14/02/26,,Kepler-24.xml,
Kepler-24 e,Kepler-24 e,confirmedplanets,,,,,,,,,,,,0.25334,0.248,0.05832,0.057,0.05832,0.057,,0.057,,0.057,,,,,,,,0.00015700,,0.00015700,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-24.xml,
Kepler-25 b,Kepler-25 b,confirmedplanets,,,0.03020,,0.01321,,0.01321,,0.01321,,0.01321,0.2411,0.242,0.0033,0.004,0.0033,0.004,,0.004,,0.004,6.2385369,6.23850000,0.0000033,,0.0000033,,,,,,0.05,,0.05,,0.11,,,,,,1220.6,,,,,,,,,,transit,,,,15/06/09,,Kepler-25.xml,
Kepler-25 c,Kepler-25 c,confirmedplanets,,,0.07740,,0.01793,,0.01793,,0.01793,,0.01793,0.4598,0.464,0.0054,0.008,0.0054,0.008,,0.008,,0.008,12.7203678,12.72040000,0.0000035,,0.0000035,,,,,,0.01,,0.01,,0.07,,,,,,959.7,,,,,,,,,,transit,,,,15/06/09,,Kepler-25.xml,
Kepler-26 b,Kepler-26 b,confirmedplanets,,0.016097,0.01611,0.001916,0.00192,0.002054,0.00205,,0.00192,,0.00205,0.26792,0.248,0.01276,0.010,0.01276,0.010,,0.010,,0.010,12.282972,12.28000000,.000013,0.00030000,0.000013,0.00030000,,0.00030000,,0.00030000,,,,,,,,,,,,,,,,,,,,,transit,,2014,2012,16/01/13,,Kepler-26.xml,
Kepler-26 e,Kepler-26 e,confirmedplanets,,,,,,,,,,,,0.21962,0.215,0.01367,0.013,0.01367,0.013,,0.013,,0.013,,,,,,,,0.00017300,,0.00017300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-26.xml,
Kepler-27 b,Kepler-27 b,confirmedplanets,,,9.11000,,,,,,,,,0.364521,0.357,,,,,,,,,15.33,15.33480000,,,,,,,,,,,,,,,,,,,532.4,,,,,,,,,,transit,,,,12/08/06,,Kepler-27.xml,
Kepler-27 c,Kepler-27 c,confirmedplanets,,,13.80000,,,,,,,,,0.44653,0.437,,,,,,,,,31.33,31.33090000,,,,,,,,,,,,,,,,,,,418.5,,,,,,,,,,transit,,,,12/08/06,,Kepler-27.xml,
Kepler-28 c,Kepler-28 c,confirmedplanets,,,1.36000,,,,,,,,,0.30984,0.303,,,,,,,,,8.98,8.98580000,,,,,,,,,,,,,,,,,,,595.0,,,,,,,,,,transit,,,,12/08/06,,Kepler-28.xml,
Kepler-29 b,Kepler-29 b,confirmedplanets,,0.014184,0.01419,0.004619,0.00463,0.004436,0.00444,,0.00463,,0.00444,0.328069,0.299,,0.020,,0.020,,0.020,,0.020,10.33,10.33840000,,0.00030000,,0.00030000,,0.00030000,,0.00030000,,,,,,,,,,,,,,,,,,,,,transit,,,,16/01/13,,Kepler-29.xml,
Kepler-29 c,Kepler-29 c,confirmedplanets,,0.012579,0.01259,0.004065,0.00406,0.003883,0.00387,,0.00406,,0.00387,0.26427,0.280,,0.018,,0.018,,0.018,,0.018,13.2907,13.28840000,,0.00050000,,0.00050000,,0.00050000,,0.00050000,,,,,,,,,,,,,,,,,,,,,transit,,,,16/01/13,,Kepler-29.xml,
KOI-806.02,Kepler-30 c,confirmedplanets,,2.013248,2.01000,0.157285,0.16000,0.157285,0.16000,,0.16000,,0.16000,1.120903,1.097,0.036452,0.036,0.036452,0.036,,0.036,,0.036,60.3251,60.32310500,0.0008,0.00024400,0.0008,0.00024400,,0.00024400,,0.00024400,,,,,,,,0.001000,,0.001000,431.4,,,,,,,,,,transit,,,,12/01/26,,KOI-806.xml,
KOI-806.01,Kepler-30 d,confirmedplanets,,0.072666,0.07300,0.008493,0.00800,0.008493,0.00800,,0.00800,,0.00800,0.801947,0.785,0.045565,0.045,0.045565,0.045,,0.045,,0.045,143.213,143.34394000,0.013,0.00858000,0.013,0.00858000,,0.00858000,,0.00858000,,,,,,,,0.005000,,0.005000,334.2,,,,,,,,,,transit,,,,12/01/26,,KOI-806.xml,
Kepler-31 b,Kepler-31 b,confirmedplanets,,,,,,,,,,,,0.57868,0.491,0.04465,0.098,0.13578,0.098,,0.098,,0.098,20.860674,20.86130000,.000048,0.00020000,0.000048,0.00020000,,0.00020000,,0.00020000,,,,,,,,,,,,,,,,,,,,,transit,,2014,2012,14/02/26,,Kepler-31.xml,
Kepler-31 c,Kepler-31 c,confirmedplanets,,,4.70000,,,,,,,,,0.51489,0.473,0.02916,0.098,0.12029,0.098,,0.098,,0.098,42.632728,42.63180000,.000162,0.00050000,0.000162,0.00050000,,0.00050000,,0.00050000,,,,,,,,,,,,,,,,,,,,,transit,,2014,2012,14/02/26,,Kepler-31.xml,
Kepler-32 b,Kepler-32 b,confirmedplanets,,,4.10000,,,,,,,,,0.19137,0.196,0.00820,0.018,0.00820,0.018,,0.018,,0.018,5.901263,5.90124000,.000012,0.00010000,0.000012,0.00010000,,0.00010000,,0.00010000,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-32.xml,
Kepler-32 d,Kepler-32 d,confirmedplanets,,,,,,,,,,,,0.21780,0.241,0.01002,0.018,0.01002,0.018,,0.018,,0.018,22.780815,22.78020000,.000073,0.00050000,0.000073,0.00050000,,0.00050000,,0.00050000,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-32.xml,
Kepler-32 f,Kepler-32 f,confirmedplanets,,,,,,,,,,,,0.07290,0.073,0.00547,0.006,0.00547,0.006,,0.006,,0.006,0.742950,0.74296000,.000004,0.00007000,0.000004,0.00007000,,0.00007000,,0.00007000,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-32.xml,
Kepler-32 c,Kepler-32 c,confirmedplanets,,,0.50000,,,,,,,,,0.20231,0.178,0.02461,0.018,0.02461,0.018,,0.018,,0.018,8.752212,8.75220000,.000028,0.00030000,0.000028,0.00030000,,0.00030000,,0.00030000,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-32.xml,
Kepler-33 b,Kepler-33 b,confirmedplanets,,,,,,,,,,,,0.158566,0.155,,0.016,,0.016,,0.016,,0.016,,,,,,,,0.00012000,,0.00012000,,0.000000,,,,,,,,,1349.8,,,,,,,,,,transit,,,,12/01/26,,Kepler-33.xml,
Kepler-33 c,Kepler-33 c,confirmedplanets,,0.00252,,0.00220,,0.00787,,,,,,0.2916,0.285,,0.027,,0.027,,0.027,,0.027,,,,,,,,0.00014000,,0.00014000,,0.000000,,,,,,,,,1018.5,,,,,,,,,,transit,,,,16/01/13,,Kepler-33.xml,
HIP 79431 b,HIP 79431 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,0.70000000,,0.70000000,,0.70000000,,0.70000000,,,,0.020000,,0.020000,,0.020000,,0.020000,146.8,,,,,,,,,,rv,,,,10/01/11,,HIP 79431.xml,
HIP 91258 b,HIP 91258 b,confirmedplanets,,,,,,,,,0.03800,,0.03800,,,,,,,,,,,,,,,,,,0.00150000,,0.00150000,,,,,,,,0.014000,,0.014000,,,,,,,,,,,rv,,2013,2014,13/11/22,,HIP 91258.xml,
HIP 97233 b,HIP 97233 b,confirmedplanets,,,,,,,,,0.40000,,0.40000,,,,,,,,,,,,,,,,,,6.70000000,,6.70000000,,,,,,,,0.030000,,0.030000,,,,,,,,,,,rv,,2014,2015,15/01/06,,HIP 97233.xml,
HIP 116454 b,HIP 116454 b,confirmedplanets,,0.037182,0.03700,0.004184,0.00400,0.004184,0.00400,,0.00400,,0.00400,0.230560,0.226,0.016403,0.016,0.016403,0.016,,0.016,,0.016,,,,,,,,0.00050000,,0.00050000,,,,,,,,0.072000,,0.072000,,,,,,,,14,,14,transit,,2014,2015,14/12/18,,HIP 116454.xml,
HR 810 b,HR 810 b,confirmedplanets,,2.26,2.13000,,,,,,,,,,,,,,,,,,,320.1,312.00000000,,5.00000000,,5.00000000,,5.00000000,,5.00000000,0.161,0.150000,,0.050000,,0.050000,,0.050000,,0.050000,373.3,,,,,,,,,,rv,,1999,2000,10/12/29,,HR 810.xml,
HR 8799 b,HR 8799 b,confirmedplanets,,5,7.00000,,2.00000,,4.00000,,2.00000,,4.00000,0.7,1.200,,0.100,,0.100,,0.100,,0.100,166510,170000.00000000,9022,,9022,,,,,,0,,,,,,,,,,1100,,,,,,,,,,imaging,,,,15/11/26,,HR 8799.xml,
HR 8799 c,HR 8799 c,confirmedplanets,,7,10.00000,,3.00000,,3.00000,,3.00000,,3.00000,1.0,1.200,,0.000,,0.100,,0.000,,0.100,83255,69000.00000000,4511,,4511,,,,,,0,,,,,,,,,,1200,,,,,,,,,,imaging,,,,15/11/26,,HR 8799.xml,
HR 8799 e,HR 8799 e,confirmedplanets,,7,,,,,,,,,,1.0,,,,,,,,,,20816,18000.00000000,1129,,1129,,,,,,0,,,,,,,,,,1200,,,,,,,,,,imaging,,,,15/11/26,,HR 8799.xml,
EPIC 201367065 c,K2-3 c,confirmedplanets,,,,,,,,,,,,,,,,,,,0.024,,0.024,,,,,,,,0.00117000,,0.00117000,,,,,,,,,0.20,,,344,,29,,29,,29,,29,transit,,,,15/12/06,,EPIC 201367065.xml,
KELT-2A b,KELT-2 A b,confirmedplanets|planetsinbinarysystems|s-type,,1.524,1.52200,0.088,0.07700,0.088,0.07800,,0.07700,,0.07800,1.290,1.286,0.050,0.047,0.064,0.065,,0.047,,0.065,4.1137913,4.11379120,0.00001,0.00000990,,,,0.00000990,,0.00001000,,,,,,,,,,,1712,,20,,28,,,,,,transit,,,,15/09/20,,KELT-2.xml,
KELT-6 b,KELT-6 b,confirmedplanets,,,,,,,,,0.01900,,0.01900,,,,,,,,0.110,,0.110,7.845582,7.84558210,,,,,,0.00000700,,0.00000700,,,,,,,,0.013000,,0.016000,,,,,,,,,,,transit,,2013,2014,15/08/27,,KELT-6.xml,
TrES-2,TrES-2 b,confirmedplanets|planetsinbinarysystems|s-type,,1.253,1.19700,,0.06800,,0.06800,,0.06800,,0.06800,1.169,1.247,,0.045,,0.050,,0.045,,0.050,2.470613402,2.47061317,,0.00000009,,0.00000009,,0.00000009,,0.00000009,0.0,,,,,,,,,,,1470,,10,,10,,10,,10,transit,,,,13/01/27,,TrES-2.xml,
HAT-P-7 b,HAT-P-7 b,confirmedplanets|planetsinbinarysystems|s-type,,1.709,1.68200,,0.02000,,0.02100,,0.02000,,0.02100,1.4588,1.491,,0.061,,0.061,,0.061,,0.061,2.204737,2.20473720,,0.00000110,,0.00000110,,0.00000110,,0.00000110,0.0,0.001600,,0.001000,,0.003400,,0.001000,,0.003400,2733,2700,,,,,,,,,transit,,,,15/05/24,,HAT-P-7.xml,
HAT-P-11 b,HAT-P-11 b,confirmedplanets,,,,,0.00900,,0.00900,,0.00900,,0.00900,0.452,0.422,,0.014,,0.014,,0.014,,0.014,4.887804,4.88781620,,0.00000710,,0.00000710,,0.00000710,,0.00000710,,,,0.046000,,0.046000,,0.046000,,0.046000,790.9,878,,15,,15,,15,,15,transit,,2009,2010,13/05/29,,HAT-P-11.xml,
Kepler-5 b,Kepler-5 b,confirmedplanets,,2.114,2.11100,0.059,0.08600,0.056,0.06700,,0.08600,,0.06700,1.431,1.426,0.052,0.051,0.041,0.036,,0.051,,0.036,3.548460,3.54846570,0.000032,0.00000070,0.000032,0.00000070,,0.00000070,,0.00000070,0.0,,,,,,,,,,1652.1,1750,,20,,20,,20,,20,transit,,,,10/04/23,,Kepler-5.xml,
Kepler-6 b,Kepler-6 b,confirmedplanets,,0.67,0.66800,0.04,0.03500,0.04,0.03800,,0.03500,,0.03800,1.30,1.304,0.03,0.033,0.02,0.018,,0.033,,0.018,3.234723,3.23469960,0.000017,0.00000040,0.000017,0.00000040,,0.00000040,,0.00000040,0.0,,,,,,,,,,1374.1,1460,,10,,10,,10,,10,transit,,,,15/12/03,,Kepler-6.xml,
Kepler-7 b,Kepler-7 b,confirmedplanets,,0.44,0.44100,0.04,0.04200,0.04,0.04300,,0.04200,,0.04300,1.62,1.622,0.01,0.013,0.01,0.013,,0.013,,0.013,4.885525,4.88548920,,0.00000090,,0.00000090,,0.00000090,,0.00000090,0.1,,,,,,,,,,1486.8,1630,,10,,10,,10,,10,transit,,,,15/12/03,,Kepler-7.xml,
